#decoy score
complex.2668.pdb 1072.9816
complex.2669.pdb 1072.9702
complex.2670.pdb 1072.9484
complex.2671.pdb 1072.9276
complex.2672.pdb 1072.9137
complex.2673.pdb 1072.9083
complex.2674.pdb 1072.8882
complex.2675.pdb 1072.8771
complex.2676.pdb 1072.8663
complex.2677.pdb 1072.7217
complex.2678.pdb 1072.7198
complex.2679.pdb 1072.7190
complex.2680.pdb 1072.7153
complex.2681.pdb 1072.6248
complex.2682.pdb 1072.6012
complex.2683.pdb 1072.5813
complex.2684.pdb 1072.5410
complex.2685.pdb 1072.5385
complex.2686.pdb 1072.4175
complex.2687.pdb 1072.4059
complex.2688.pdb 1072.3989
complex.2689.pdb 1072.3440
complex.2690.pdb 1072.2062
complex.2691.pdb 1072.1942
complex.2692.pdb 1072.1821
complex.2693.pdb 1072.0735
complex.2694.pdb 1072.0166
complex.2695.pdb 1072.0105
complex.2696.pdb 1071.9673
complex.2697.pdb 1071.9073
complex.2698.pdb 1071.9036
complex.2699.pdb 1071.8010
complex.2700.pdb 1071.7332
complex.2701.pdb 1071.5580
complex.2702.pdb 1071.4983
complex.2703.pdb 1071.4496
complex.2704.pdb 1071.2822
complex.2705.pdb 1071.2411
complex.2706.pdb 1071.1500
complex.2707.pdb 1071.0958
complex.2708.pdb 1071.0471
complex.2709.pdb 1071.0359
complex.2710.pdb 1070.9619
complex.2711.pdb 1070.9031
complex.2712.pdb 1070.9003
complex.2713.pdb 1070.8719
complex.2714.pdb 1070.6610
complex.2715.pdb 1070.5945
complex.2716.pdb 1070.5868
complex.2717.pdb 1070.5809
complex.2718.pdb 1070.3727
complex.2719.pdb 1070.3271
complex.2720.pdb 1070.2551
complex.2721.pdb 1070.2115
complex.2722.pdb 1070.1354
complex.2723.pdb 1070.1290
complex.2724.pdb 1070.0840
complex.2725.pdb 1069.9221
complex.2726.pdb 1069.9127
complex.2727.pdb 1069.8624
complex.2728.pdb 1069.8411
complex.2729.pdb 1069.7797
complex.2730.pdb 1069.7129
complex.2731.pdb 1069.7036
complex.2732.pdb 1069.7032
complex.2733.pdb 1069.6594
complex.2734.pdb 1069.6211
complex.2735.pdb 1069.5649
complex.2736.pdb 1069.4960
complex.2737.pdb 1069.4791
complex.2738.pdb 1069.4767
complex.2739.pdb 1069.4152
complex.2740.pdb 1069.3564
complex.2741.pdb 1069.3563
complex.2742.pdb 1069.2817
complex.2743.pdb 1069.2349
complex.2744.pdb 1069.1489
complex.2745.pdb 1068.9641
complex.2746.pdb 1068.9529
complex.2747.pdb 1068.9408
complex.2748.pdb 1068.8351
complex.2749.pdb 1068.8171
complex.2750.pdb 1068.8093
complex.2751.pdb 1068.7599
complex.2752.pdb 1068.7472
complex.2753.pdb 1068.7058
complex.2754.pdb 1068.7031
complex.2755.pdb 1068.6754
complex.2756.pdb 1068.5398
complex.2757.pdb 1068.4849
complex.2758.pdb 1068.4772
complex.2759.pdb 1068.3823
complex.2760.pdb 1068.3794
complex.2761.pdb 1068.3610
complex.2762.pdb 1068.2650
complex.2763.pdb 1068.2246
complex.2764.pdb 1068.2153
complex.2765.pdb 1068.2041
complex.2766.pdb 1068.1814
complex.2767.pdb 1068.1708
complex.2768.pdb 1068.1505
complex.2769.pdb 1068.1383
complex.2770.pdb 1068.0782
complex.2771.pdb 1068.0461
complex.2772.pdb 1067.9731
complex.2773.pdb 1067.9409
complex.2774.pdb 1067.9307
complex.2775.pdb 1067.7468
complex.2776.pdb 1067.7365
complex.2777.pdb 1067.6591
complex.2778.pdb 1067.6106
complex.2779.pdb 1067.6055
complex.2780.pdb 1067.5715
complex.2781.pdb 1067.5524
complex.2782.pdb 1067.5400
complex.2783.pdb 1067.5258
complex.2784.pdb 1067.5042
complex.2785.pdb 1067.5015
complex.2786.pdb 1067.4890
complex.2787.pdb 1067.4746
complex.2788.pdb 1067.4155
complex.2789.pdb 1067.3910
complex.2790.pdb 1067.3687
complex.2791.pdb 1067.3481
complex.2792.pdb 1067.3057
complex.2793.pdb 1067.2260
complex.2794.pdb 1067.2112
complex.2795.pdb 1067.1799
complex.2796.pdb 1067.1478
complex.2797.pdb 1067.1318
complex.2798.pdb 1067.1230
complex.2799.pdb 1067.1068
complex.2800.pdb 1067.0721
complex.2801.pdb 1067.0435
complex.2802.pdb 1067.0111
complex.2803.pdb 1066.8992
complex.2804.pdb 1066.8990
complex.2805.pdb 1066.8920
complex.2806.pdb 1066.8201
complex.2807.pdb 1066.8077
complex.2808.pdb 1066.7820
complex.2809.pdb 1066.7688
complex.2810.pdb 1066.7474
complex.2811.pdb 1066.7217
complex.2812.pdb 1066.5953
complex.2813.pdb 1066.5746
complex.2814.pdb 1066.5710
complex.2815.pdb 1066.4958
complex.2816.pdb 1066.4025
complex.2817.pdb 1066.3629
complex.2818.pdb 1066.3381
complex.2819.pdb 1066.3177
complex.2820.pdb 1066.2644
complex.2821.pdb 1066.2450
complex.2822.pdb 1066.2438
complex.2823.pdb 1066.2424
complex.2824.pdb 1066.2166
complex.2825.pdb 1066.1492
complex.2826.pdb 1066.0669
complex.2827.pdb 1065.9639
complex.2828.pdb 1065.9104
complex.2829.pdb 1065.8741
complex.2830.pdb 1065.8639
complex.2831.pdb 1065.8147
complex.2832.pdb 1065.8092
complex.2833.pdb 1065.7972
complex.2834.pdb 1065.7703
complex.2835.pdb 1065.7485
complex.2836.pdb 1065.6758
complex.2837.pdb 1065.6329
complex.2838.pdb 1065.5897
complex.2839.pdb 1065.5543
complex.2840.pdb 1065.5448
complex.2841.pdb 1065.5399
complex.2842.pdb 1065.5239
complex.2843.pdb 1065.4048
complex.2844.pdb 1065.3429
complex.2845.pdb 1065.3347
complex.2846.pdb 1065.2904
complex.2847.pdb 1065.2900
complex.2848.pdb 1065.2244
complex.2849.pdb 1065.1968
complex.2850.pdb 1065.1112
complex.2851.pdb 1065.0942
complex.2852.pdb 1065.0598
complex.2853.pdb 1064.9796
complex.2854.pdb 1064.9789
complex.2855.pdb 1064.8915
complex.2856.pdb 1064.8499
complex.2857.pdb 1064.8153
complex.2858.pdb 1064.7896
complex.2859.pdb 1064.7404
complex.2860.pdb 1064.7118
complex.2861.pdb 1064.6930
complex.2862.pdb 1064.6758
complex.2863.pdb 1064.6744
complex.2864.pdb 1064.5908
complex.2865.pdb 1064.5823
complex.2866.pdb 1064.4989
complex.2867.pdb 1064.4725
complex.2868.pdb 1064.4434
complex.2869.pdb 1064.4386
complex.2870.pdb 1064.4369
complex.2871.pdb 1064.4321
complex.2872.pdb 1064.4280
complex.2873.pdb 1064.3746
complex.2874.pdb 1064.3669
complex.2875.pdb 1064.3456
complex.2876.pdb 1064.2939
complex.2877.pdb 1064.2145
complex.2878.pdb 1064.1333
complex.2879.pdb 1064.1035
complex.2880.pdb 1064.0845
complex.2881.pdb 1064.0740
complex.2882.pdb 1064.0383
complex.2883.pdb 1064.0177
complex.2884.pdb 1064.0114
complex.2885.pdb 1063.7150
complex.2886.pdb 1063.7018
complex.2887.pdb 1063.6938
complex.2888.pdb 1063.6128
complex.2889.pdb 1063.5958
complex.2890.pdb 1063.5511
complex.2891.pdb 1063.5426
complex.2892.pdb 1063.3260
complex.2893.pdb 1063.3209
complex.2894.pdb 1063.3064
complex.2895.pdb 1063.2502
complex.2896.pdb 1063.2396
complex.2897.pdb 1063.2258
complex.2898.pdb 1063.1721
complex.2899.pdb 1063.0850
complex.2900.pdb 1063.0841
complex.2901.pdb 1063.0347
complex.2902.pdb 1062.9996
complex.2903.pdb 1062.9177
complex.2904.pdb 1062.8513
complex.2905.pdb 1062.8208
complex.2906.pdb 1062.7987
complex.2907.pdb 1062.7902
complex.2908.pdb 1062.7634
complex.2909.pdb 1062.7070
complex.2910.pdb 1062.6200
complex.2911.pdb 1062.5353
complex.2912.pdb 1062.5259
complex.2913.pdb 1062.4751
complex.2914.pdb 1062.4493
complex.2915.pdb 1062.3649
complex.2916.pdb 1062.3580
complex.2917.pdb 1062.2495
complex.2918.pdb 1062.2380
complex.2919.pdb 1062.2234
complex.2920.pdb 1062.1871
complex.2921.pdb 1062.1519
complex.2922.pdb 1062.1038
complex.2923.pdb 1062.0579
complex.2924.pdb 1062.0088
complex.2925.pdb 1062.0084
complex.2926.pdb 1061.9865
complex.2927.pdb 1061.9242
complex.2928.pdb 1061.9235
complex.2929.pdb 1061.9153
complex.2930.pdb 1061.8295
complex.2931.pdb 1061.7856
complex.2932.pdb 1061.7686
complex.2933.pdb 1061.7037
complex.2934.pdb 1061.6812
complex.2935.pdb 1061.6466
complex.2936.pdb 1061.5968
complex.2937.pdb 1061.4413
complex.2938.pdb 1061.3591
complex.2939.pdb 1061.3538
complex.2940.pdb 1061.3254
complex.2941.pdb 1061.2905
complex.2942.pdb 1061.2732
complex.2943.pdb 1061.2025
complex.2944.pdb 1061.2002
complex.2945.pdb 1061.1691
complex.2946.pdb 1061.1655
complex.2947.pdb 1061.1454
complex.2948.pdb 1061.1375
complex.2949.pdb 1061.0192
complex.2950.pdb 1061.0017
complex.2951.pdb 1060.9989
complex.2952.pdb 1060.9963
complex.2953.pdb 1060.9591
complex.2954.pdb 1060.9550
complex.2955.pdb 1060.9344
complex.2956.pdb 1060.8964
complex.2957.pdb 1060.8796
complex.2958.pdb 1060.8074
complex.2959.pdb 1060.7958
complex.2960.pdb 1060.7756
complex.2961.pdb 1060.6967
complex.2962.pdb 1060.6924
complex.2963.pdb 1060.6842
complex.2964.pdb 1060.6460
complex.2965.pdb 1060.6299
complex.2966.pdb 1060.6071
complex.2967.pdb 1060.3909
complex.2968.pdb 1060.2889
complex.2969.pdb 1060.1920
complex.2970.pdb 1060.1724
complex.2971.pdb 1060.1394
complex.2972.pdb 1059.8196
complex.2973.pdb 1059.6936
complex.2974.pdb 1059.6935
complex.2975.pdb 1059.6730
complex.2976.pdb 1059.6665
complex.2977.pdb 1059.5925
complex.2978.pdb 1059.5911
complex.2979.pdb 1059.5868
complex.2980.pdb 1059.5461
complex.2981.pdb 1059.4080
complex.2982.pdb 1059.3783
complex.2983.pdb 1059.3287
complex.2984.pdb 1059.2997
complex.2985.pdb 1059.2815
complex.2986.pdb 1059.2272
complex.2987.pdb 1059.1803
complex.2988.pdb 1059.0769
complex.2989.pdb 1059.0542
complex.2990.pdb 1058.9253
complex.2991.pdb 1058.8356
complex.2992.pdb 1058.7910
complex.2993.pdb 1058.7885
complex.2994.pdb 1058.7394
complex.2995.pdb 1058.7000
complex.2996.pdb 1058.6531
complex.2997.pdb 1058.6031
complex.2998.pdb 1058.5527
complex.2999.pdb 1058.5382
complex.3000.pdb 1058.4564
complex.3001.pdb 1058.4509
complex.3002.pdb 1058.3154
complex.3003.pdb 1058.3010
complex.3004.pdb 1058.2725
complex.3005.pdb 1058.2424
complex.3006.pdb 1058.2343
complex.3007.pdb 1058.1765
complex.3008.pdb 1058.1489
complex.3009.pdb 1058.0465
complex.3010.pdb 1058.0037
complex.3011.pdb 1057.9493
complex.3012.pdb 1057.8903
complex.3013.pdb 1057.7667
complex.3014.pdb 1057.6636
complex.3015.pdb 1057.6488
complex.3016.pdb 1057.5397
complex.3017.pdb 1057.4934
complex.3018.pdb 1057.2708
complex.3019.pdb 1057.2582
complex.3020.pdb 1057.1829
complex.3021.pdb 1057.1781
complex.3022.pdb 1057.1306
complex.3023.pdb 1057.1012
complex.3024.pdb 1057.0541
complex.3025.pdb 1057.0468
complex.3026.pdb 1057.0438
complex.3027.pdb 1057.0321
complex.3028.pdb 1057.0266
complex.3029.pdb 1056.8810
complex.3030.pdb 1056.8546
complex.3031.pdb 1056.8375
complex.3032.pdb 1056.8239
complex.3033.pdb 1056.7747
complex.3034.pdb 1056.7740
complex.3035.pdb 1056.7141
complex.3036.pdb 1056.7123
complex.3037.pdb 1056.7018
complex.3038.pdb 1056.6842
complex.3039.pdb 1056.6577
complex.3040.pdb 1056.6289
complex.3041.pdb 1056.4990
complex.3042.pdb 1056.3671
complex.3043.pdb 1056.3004
complex.3044.pdb 1056.2583
complex.3045.pdb 1056.2108
complex.3046.pdb 1056.1970
complex.3047.pdb 1056.1646
complex.3048.pdb 1056.1465
complex.3049.pdb 1056.0360
complex.3050.pdb 1056.0045
complex.3051.pdb 1055.9551
complex.3052.pdb 1055.8994
complex.3053.pdb 1055.8552
complex.3054.pdb 1055.7987
complex.3055.pdb 1055.7638
complex.3056.pdb 1055.7219
complex.3057.pdb 1055.6901
complex.3058.pdb 1055.6149
complex.3059.pdb 1055.5183
complex.3060.pdb 1055.4563
complex.3061.pdb 1055.3600
complex.3062.pdb 1055.3583
complex.3063.pdb 1055.3580
complex.3064.pdb 1055.3448
complex.3065.pdb 1055.2900
complex.3066.pdb 1055.2708
complex.3067.pdb 1055.2289
complex.3068.pdb 1055.1698
complex.3069.pdb 1055.1429
complex.3070.pdb 1055.1259
complex.3071.pdb 1054.9922
complex.3072.pdb 1054.9841
complex.3073.pdb 1054.9418
complex.3074.pdb 1054.8857
complex.3075.pdb 1054.8678
complex.3076.pdb 1054.7601
complex.3077.pdb 1054.7438
complex.3078.pdb 1054.6493
complex.3079.pdb 1054.5549
complex.3080.pdb 1054.4237
complex.3081.pdb 1054.3687
complex.3082.pdb 1054.3604
complex.3083.pdb 1054.3380
complex.3084.pdb 1054.1960
complex.3085.pdb 1054.1713
complex.3086.pdb 1054.1614
complex.3087.pdb 1054.1475
complex.3088.pdb 1054.0909
complex.3089.pdb 1054.0670
complex.3090.pdb 1054.0378
complex.3091.pdb 1054.0171
complex.3092.pdb 1053.9930
complex.3093.pdb 1053.9794
complex.3094.pdb 1053.9200
complex.3095.pdb 1053.8879
complex.3096.pdb 1053.7649
complex.3097.pdb 1053.7632
complex.3098.pdb 1053.7626
complex.3099.pdb 1053.7118
complex.3100.pdb 1053.7108
complex.3101.pdb 1053.6735
complex.3102.pdb 1053.6683
complex.3103.pdb 1053.6282
complex.3104.pdb 1053.6167
complex.3105.pdb 1053.4166
complex.3106.pdb 1053.3213
complex.3107.pdb 1053.3036
complex.3108.pdb 1053.2422
complex.3109.pdb 1053.2122
complex.3110.pdb 1053.1790
complex.3111.pdb 1053.1317
complex.3112.pdb 1053.0406
complex.3113.pdb 1053.0150
complex.3114.pdb 1052.9802
complex.3115.pdb 1052.9099
complex.3116.pdb 1052.8706
complex.3117.pdb 1052.8430
complex.3118.pdb 1052.7244
complex.3119.pdb 1052.6924
complex.3120.pdb 1052.6514
complex.3121.pdb 1052.5796
complex.3122.pdb 1052.5258
complex.3123.pdb 1052.5175
complex.3124.pdb 1052.5111
complex.3125.pdb 1052.4911
complex.3126.pdb 1052.4255
complex.3127.pdb 1052.3051
complex.3128.pdb 1052.2521
complex.3129.pdb 1051.9839
complex.3130.pdb 1051.9247
complex.3131.pdb 1051.8954
complex.3132.pdb 1051.8430
complex.3133.pdb 1051.7950
complex.3134.pdb 1051.7664
complex.3135.pdb 1051.7478
complex.3136.pdb 1051.7458
complex.3137.pdb 1051.7279
complex.3138.pdb 1051.7208
complex.3139.pdb 1051.6736
complex.3140.pdb 1051.6168
complex.3141.pdb 1051.6123
complex.3142.pdb 1051.5874
complex.3143.pdb 1051.5431
complex.3144.pdb 1051.5042
complex.3145.pdb 1051.5033
complex.3146.pdb 1051.4395
complex.3147.pdb 1051.3403
complex.3148.pdb 1051.2784
complex.3149.pdb 1051.2583
complex.3150.pdb 1051.2389
complex.3151.pdb 1051.2185
complex.3152.pdb 1051.2040
complex.3153.pdb 1051.1438
complex.3154.pdb 1051.1398
complex.3155.pdb 1051.0844
complex.3156.pdb 1051.0649
complex.3157.pdb 1051.0588
complex.3158.pdb 1051.0045
complex.3159.pdb 1050.9855
complex.3160.pdb 1050.9661
complex.3161.pdb 1050.9567
complex.3162.pdb 1050.9565
complex.3163.pdb 1050.9391
complex.3164.pdb 1050.9154
complex.3165.pdb 1050.8860
complex.3166.pdb 1050.8585
complex.3167.pdb 1050.8286
complex.3168.pdb 1050.8265
complex.3169.pdb 1050.7733
complex.3170.pdb 1050.7343
complex.3171.pdb 1050.7136
complex.3172.pdb 1050.7129
complex.3173.pdb 1050.6809
complex.3174.pdb 1050.6726
complex.3175.pdb 1050.6606
complex.3176.pdb 1050.6334
complex.3177.pdb 1050.5364
complex.3178.pdb 1050.5171
complex.3179.pdb 1050.4271
complex.3180.pdb 1050.3975
complex.3181.pdb 1050.3655
complex.3182.pdb 1050.3593
complex.3183.pdb 1050.2800
complex.3184.pdb 1050.2081
complex.3185.pdb 1050.2057
complex.3186.pdb 1050.1659
complex.3187.pdb 1050.1531
complex.3188.pdb 1050.1461
complex.3189.pdb 1050.1456
complex.3190.pdb 1050.0487
complex.3191.pdb 1050.0483
complex.3192.pdb 1050.0337
complex.3193.pdb 1050.0305
complex.3194.pdb 1050.0022
complex.3195.pdb 1049.9954
complex.3196.pdb 1049.9188
complex.3197.pdb 1049.9163
complex.3198.pdb 1049.8458
complex.3199.pdb 1049.8103
complex.3200.pdb 1049.7296
complex.3201.pdb 1049.7175
complex.3202.pdb 1049.7144
complex.3203.pdb 1049.6849
complex.3204.pdb 1049.6584
complex.3205.pdb 1049.6429
complex.3206.pdb 1049.6284
complex.3207.pdb 1049.6044
complex.3208.pdb 1049.5780
complex.3209.pdb 1049.5452
complex.3210.pdb 1049.5157
complex.3211.pdb 1049.4133
complex.3212.pdb 1049.4084
complex.3213.pdb 1049.3975
complex.3214.pdb 1049.3724
complex.3215.pdb 1049.3624
complex.3216.pdb 1049.3030
complex.3217.pdb 1049.2781
complex.3218.pdb 1049.2679
complex.3219.pdb 1049.2642
complex.3220.pdb 1049.2351
complex.3221.pdb 1049.2211
complex.3222.pdb 1049.1624
complex.3223.pdb 1049.1273
complex.3224.pdb 1048.9774
complex.3225.pdb 1048.9260
complex.3226.pdb 1048.9094
complex.3227.pdb 1048.9017
complex.3228.pdb 1048.8926
complex.3229.pdb 1048.8787
complex.3230.pdb 1048.8588
complex.3231.pdb 1048.8474
complex.3232.pdb 1048.8396
complex.3233.pdb 1048.8328
complex.3234.pdb 1048.8303
complex.3235.pdb 1048.8081
complex.3236.pdb 1048.7964
complex.3237.pdb 1048.7891
complex.3238.pdb 1048.7623
complex.3239.pdb 1048.7515
complex.3240.pdb 1048.6412
complex.3241.pdb 1048.6282
complex.3242.pdb 1048.5964
complex.3243.pdb 1048.5864
complex.3244.pdb 1048.5800
complex.3245.pdb 1048.5723
complex.3246.pdb 1048.5538
complex.3247.pdb 1048.5292
complex.3248.pdb 1048.5029
complex.3249.pdb 1048.4631
complex.3250.pdb 1048.3743
complex.3251.pdb 1048.3552
complex.3252.pdb 1048.3334
complex.3253.pdb 1048.3246
complex.3254.pdb 1048.3042
complex.3255.pdb 1048.2583
complex.3256.pdb 1048.0923
complex.3257.pdb 1048.0728
complex.3258.pdb 1048.0297
complex.3259.pdb 1047.9690
complex.3260.pdb 1047.9568
complex.3261.pdb 1047.8876
complex.3262.pdb 1047.8817
complex.3263.pdb 1047.7955
complex.3264.pdb 1047.7905
complex.3265.pdb 1047.7764
complex.3266.pdb 1047.7758
complex.3267.pdb 1047.6986
complex.3268.pdb 1047.6454
complex.3269.pdb 1047.5803
complex.3270.pdb 1047.5544
complex.3271.pdb 1047.4781
complex.3272.pdb 1047.4733
complex.3273.pdb 1047.4598
complex.3274.pdb 1047.4506
complex.3275.pdb 1047.3928
complex.3276.pdb 1047.3439
complex.3277.pdb 1047.3152
complex.3278.pdb 1047.1742
complex.3279.pdb 1047.1527
complex.3280.pdb 1047.1273
complex.3281.pdb 1047.1039
complex.3282.pdb 1047.0804
complex.3283.pdb 1047.0409
complex.3284.pdb 1047.0105
complex.3285.pdb 1046.9818
complex.3286.pdb 1046.9390
complex.3287.pdb 1046.9308
complex.3288.pdb 1046.8435
complex.3289.pdb 1046.8197
complex.3290.pdb 1046.8177
complex.3291.pdb 1046.8009
complex.3292.pdb 1046.7883
complex.3293.pdb 1046.7501
complex.3294.pdb 1046.7389
complex.3295.pdb 1046.7386
complex.3296.pdb 1046.7263
complex.3297.pdb 1046.6780
complex.3298.pdb 1046.6669
complex.3299.pdb 1046.5593
complex.3300.pdb 1046.5586
complex.3301.pdb 1046.5256
complex.3302.pdb 1046.5210
complex.3303.pdb 1046.5165
complex.3304.pdb 1046.4185
complex.3305.pdb 1046.4105
complex.3306.pdb 1046.2037
complex.3307.pdb 1046.1614
complex.3308.pdb 1046.1399
complex.3309.pdb 1046.0763
complex.3310.pdb 1045.9772
complex.3311.pdb 1045.9432
complex.3312.pdb 1045.9415
complex.3313.pdb 1045.9343
complex.3314.pdb 1045.9233
complex.3315.pdb 1045.9222
complex.3316.pdb 1045.8795
complex.3317.pdb 1045.8313
complex.3318.pdb 1045.6895
complex.3319.pdb 1045.6300
complex.3320.pdb 1045.5890
complex.3321.pdb 1045.5768
complex.3322.pdb 1045.5533
complex.3323.pdb 1045.5278
complex.3324.pdb 1045.4817
complex.3325.pdb 1045.4790
complex.3326.pdb 1045.4551
complex.3327.pdb 1045.3179
complex.3328.pdb 1045.2318
complex.3329.pdb 1045.2219
complex.3330.pdb 1045.2098
complex.3331.pdb 1045.1263
complex.3332.pdb 1045.0747
complex.3333.pdb 1044.9556
complex.3334.pdb 1044.9525
complex.3335.pdb 1044.9437
complex.3336.pdb 1044.9120
complex.3337.pdb 1044.8835
complex.3338.pdb 1044.7914
complex.3339.pdb 1044.7876
complex.3340.pdb 1044.7321
complex.3341.pdb 1044.7111
complex.3342.pdb 1044.6326
complex.3343.pdb 1044.5463
complex.3344.pdb 1044.5287
complex.3345.pdb 1044.4988
complex.3346.pdb 1044.4967
complex.3347.pdb 1044.4590
complex.3348.pdb 1044.3889
complex.3349.pdb 1044.3114
complex.3350.pdb 1044.2875
complex.3351.pdb 1044.2256
complex.3352.pdb 1044.1727
complex.3353.pdb 1044.1672
complex.3354.pdb 1044.0642
complex.3355.pdb 1044.0172
complex.3356.pdb 1044.0098
complex.3357.pdb 1043.9750
complex.3358.pdb 1043.8756
complex.3359.pdb 1043.8409
complex.3360.pdb 1043.8351
complex.3361.pdb 1043.8259
complex.3362.pdb 1043.8142
complex.3363.pdb 1043.7883
complex.3364.pdb 1043.7494
complex.3365.pdb 1043.7267
complex.3366.pdb 1043.6843
complex.3367.pdb 1043.6573
complex.3368.pdb 1043.5828
complex.3369.pdb 1043.5741
complex.3370.pdb 1043.5375
complex.3371.pdb 1043.4711
complex.3372.pdb 1043.4547
complex.3373.pdb 1043.4023
complex.3374.pdb 1043.3831
complex.3375.pdb 1043.3698
complex.3376.pdb 1043.2687
complex.3377.pdb 1043.1558
complex.3378.pdb 1043.1406
complex.3379.pdb 1043.1276
complex.3380.pdb 1043.1078
complex.3381.pdb 1043.0793
complex.3382.pdb 1043.0396
complex.3383.pdb 1043.0361
complex.3384.pdb 1043.0233
complex.3385.pdb 1043.0000
complex.3386.pdb 1042.9806
complex.3387.pdb 1042.9382
complex.3388.pdb 1042.8579
complex.3389.pdb 1042.8518
complex.3390.pdb 1042.8428
complex.3391.pdb 1042.7295
complex.3392.pdb 1042.6283
complex.3393.pdb 1042.3922
complex.3394.pdb 1042.3789
complex.3395.pdb 1042.3528
complex.3396.pdb 1042.3494
complex.3397.pdb 1042.3197
complex.3398.pdb 1042.2892
complex.3399.pdb 1042.2510
complex.3400.pdb 1042.1982
complex.3401.pdb 1042.1853
complex.3402.pdb 1042.1771
complex.3403.pdb 1042.1709
complex.3404.pdb 1042.1609
complex.3405.pdb 1042.0652
complex.3406.pdb 1042.0610
complex.3407.pdb 1041.9983
complex.3408.pdb 1041.9977
complex.3409.pdb 1041.9856
complex.3410.pdb 1041.9481
complex.3411.pdb 1041.9076
complex.3412.pdb 1041.8752
complex.3413.pdb 1041.8387
complex.3414.pdb 1041.8170
complex.3415.pdb 1041.7656
complex.3416.pdb 1041.7596
complex.3417.pdb 1041.7230
complex.3418.pdb 1041.7094
complex.3419.pdb 1041.6339
complex.3420.pdb 1041.6218
complex.3421.pdb 1041.5959
complex.3422.pdb 1041.5880
complex.3423.pdb 1041.5332
complex.3424.pdb 1041.5203
complex.3425.pdb 1041.5167
complex.3426.pdb 1041.4937
complex.3427.pdb 1041.4612
complex.3428.pdb 1041.4387
complex.3429.pdb 1041.4153
complex.3430.pdb 1041.4049
complex.3431.pdb 1041.3557
complex.3432.pdb 1041.3176
complex.3433.pdb 1041.2692
complex.3434.pdb 1041.0853
complex.3435.pdb 1041.0731
complex.3436.pdb 1040.8976
complex.3437.pdb 1040.8019
complex.3438.pdb 1040.7438
complex.3439.pdb 1040.6702
complex.3440.pdb 1040.6654
complex.3441.pdb 1040.6509
complex.3442.pdb 1040.6444
complex.3443.pdb 1040.5787
complex.3444.pdb 1040.5713
complex.3445.pdb 1040.5494
complex.3446.pdb 1040.5325
complex.3447.pdb 1040.5131
complex.3448.pdb 1040.4402
complex.3449.pdb 1040.4178
complex.3450.pdb 1040.4148
complex.3451.pdb 1040.4031
complex.3452.pdb 1040.3745
complex.3453.pdb 1040.3284
complex.3454.pdb 1040.3126
complex.3455.pdb 1040.3112
complex.3456.pdb 1040.2712
complex.3457.pdb 1040.2512
complex.3458.pdb 1040.2052
complex.3459.pdb 1040.1960
complex.3460.pdb 1040.1299
complex.3461.pdb 1040.1199
complex.3462.pdb 1040.1182
complex.3463.pdb 1040.1108
complex.3464.pdb 1040.1055
complex.3465.pdb 1040.0912
complex.3466.pdb 1040.0845
complex.3467.pdb 1040.0549
complex.3468.pdb 1040.0538
complex.3469.pdb 1040.0485
complex.3470.pdb 1040.0164
complex.3471.pdb 1039.9924
complex.3472.pdb 1039.9329
complex.3473.pdb 1039.9124
complex.3474.pdb 1039.8102
complex.3475.pdb 1039.7853
complex.3476.pdb 1039.7767
complex.3477.pdb 1039.7271
complex.3478.pdb 1039.7122
complex.3479.pdb 1039.6520
complex.3480.pdb 1039.5979
complex.3481.pdb 1039.5726
complex.3482.pdb 1039.4934
complex.3483.pdb 1039.4614
complex.3484.pdb 1039.3685
complex.3485.pdb 1039.3669
complex.3486.pdb 1039.3553
complex.3487.pdb 1039.3199
complex.3488.pdb 1039.2911
complex.3489.pdb 1039.2910
complex.3490.pdb 1039.2904
complex.3491.pdb 1039.2825
complex.3492.pdb 1039.2743
complex.3493.pdb 1039.2590
complex.3494.pdb 1039.1747
complex.3495.pdb 1039.1626
complex.3496.pdb 1039.1450
complex.3497.pdb 1039.1139
complex.3498.pdb 1039.0693
complex.3499.pdb 1039.0497
complex.3500.pdb 1039.0266
complex.3501.pdb 1039.0155
complex.3502.pdb 1038.9066
complex.3503.pdb 1038.8960
complex.3504.pdb 1038.8849
complex.3505.pdb 1038.8655
complex.3506.pdb 1038.8580
complex.3507.pdb 1038.7626
complex.3508.pdb 1038.5939
complex.3509.pdb 1038.5803
complex.3510.pdb 1038.5770
complex.3511.pdb 1038.5590
complex.3512.pdb 1038.5563
complex.3513.pdb 1038.5377
complex.3514.pdb 1038.4390
complex.3515.pdb 1038.4167
complex.3516.pdb 1038.3995
complex.3517.pdb 1038.3817
complex.3518.pdb 1038.3804
complex.3519.pdb 1038.3734
complex.3520.pdb 1038.3616
complex.3521.pdb 1038.3483
complex.3522.pdb 1038.3361
complex.3523.pdb 1038.2858
complex.3524.pdb 1038.1360
complex.3525.pdb 1038.1005
complex.3526.pdb 1038.0681
complex.3527.pdb 1038.0193
complex.3528.pdb 1037.9803
complex.3529.pdb 1037.9790
complex.3530.pdb 1037.9767
complex.3531.pdb 1037.9651
complex.3532.pdb 1037.9064
complex.3533.pdb 1037.8633
complex.3534.pdb 1037.8519
complex.3535.pdb 1037.8329
complex.3536.pdb 1037.8239
complex.3537.pdb 1037.7562
complex.3538.pdb 1037.7295
complex.3539.pdb 1037.5508
complex.3540.pdb 1037.4597
complex.3541.pdb 1037.3845
