#decoy score
complex.4454.pdb 1009.6080
complex.4455.pdb 1009.6063
complex.4456.pdb 1009.5994
complex.4457.pdb 1009.5979
complex.4458.pdb 1009.5880
complex.4459.pdb 1009.5768
complex.4460.pdb 1009.5764
complex.4461.pdb 1009.4995
complex.4462.pdb 1009.4955
complex.4463.pdb 1009.4648
complex.4464.pdb 1009.4359
complex.4465.pdb 1009.4194
complex.4466.pdb 1009.3817
complex.4467.pdb 1009.3729
complex.4468.pdb 1009.3704
complex.4469.pdb 1009.3672
complex.4470.pdb 1009.3536
complex.4471.pdb 1009.3360
complex.4472.pdb 1009.3209
complex.4473.pdb 1009.3175
complex.4474.pdb 1009.3118
complex.4475.pdb 1009.2568
complex.4476.pdb 1009.2221
complex.4477.pdb 1009.2170
complex.4478.pdb 1009.2138
complex.4479.pdb 1009.1638
complex.4480.pdb 1009.1552
complex.4481.pdb 1009.0760
complex.4482.pdb 1009.0693
complex.4483.pdb 1009.0575
complex.4484.pdb 1009.0377
complex.4485.pdb 1009.0203
complex.4486.pdb 1009.0096
complex.4487.pdb 1008.9969
complex.4488.pdb 1008.9956
complex.4489.pdb 1008.9772
complex.4490.pdb 1008.9658
complex.4491.pdb 1008.8194
complex.4492.pdb 1008.7841
complex.4493.pdb 1008.6294
complex.4494.pdb 1008.5901
complex.4495.pdb 1008.5373
complex.4496.pdb 1008.4753
complex.4497.pdb 1008.4680
complex.4498.pdb 1008.4534
complex.4499.pdb 1008.4423
complex.4500.pdb 1008.3539
complex.4501.pdb 1008.3279
complex.4502.pdb 1008.3152
complex.4503.pdb 1008.3004
complex.4504.pdb 1008.2682
complex.4505.pdb 1008.2589
complex.4506.pdb 1008.2554
complex.4507.pdb 1008.2527
complex.4508.pdb 1008.2514
complex.4509.pdb 1008.2258
complex.4510.pdb 1008.2086
complex.4511.pdb 1008.1663
complex.4512.pdb 1008.1580
complex.4513.pdb 1008.1378
complex.4514.pdb 1008.1346
complex.4515.pdb 1008.1129
complex.4516.pdb 1008.0933
complex.4517.pdb 1008.0897
complex.4518.pdb 1008.0786
complex.4519.pdb 1008.0104
complex.4520.pdb 1008.0062
complex.4521.pdb 1007.9898
complex.4522.pdb 1007.9791
complex.4523.pdb 1007.9774
complex.4524.pdb 1007.9230
complex.4525.pdb 1007.8627
complex.4526.pdb 1007.8340
complex.4527.pdb 1007.8242
complex.4528.pdb 1007.8036
complex.4529.pdb 1007.7806
complex.4530.pdb 1007.7465
complex.4531.pdb 1007.7397
complex.4532.pdb 1007.7322
complex.4533.pdb 1007.7249
complex.4534.pdb 1007.7043
complex.4535.pdb 1007.6491
complex.4536.pdb 1007.6444
complex.4537.pdb 1007.6371
complex.4538.pdb 1007.5706
complex.4539.pdb 1007.5696
complex.4540.pdb 1007.5559
complex.4541.pdb 1007.4837
complex.4542.pdb 1007.4796
complex.4543.pdb 1007.4653
complex.4544.pdb 1007.4513
complex.4545.pdb 1007.4395
complex.4546.pdb 1007.4344
complex.4547.pdb 1007.4338
complex.4548.pdb 1007.4059
complex.4549.pdb 1007.4039
complex.4550.pdb 1007.3745
complex.4551.pdb 1007.3313
complex.4552.pdb 1007.3174
complex.4553.pdb 1007.2535
complex.4554.pdb 1007.2379
complex.4555.pdb 1007.2054
complex.4556.pdb 1007.1427
complex.4557.pdb 1007.1251
complex.4558.pdb 1007.1062
complex.4559.pdb 1007.0709
complex.4560.pdb 1007.0619
complex.4561.pdb 1007.0179
complex.4562.pdb 1006.9728
complex.4563.pdb 1006.9673
complex.4564.pdb 1006.9473
complex.4565.pdb 1006.9164
complex.4566.pdb 1006.8618
complex.4567.pdb 1006.8498
complex.4568.pdb 1006.8496
complex.4569.pdb 1006.8483
complex.4570.pdb 1006.8316
complex.4571.pdb 1006.8280
complex.4572.pdb 1006.8049
complex.4573.pdb 1006.7222
complex.4574.pdb 1006.6348
complex.4575.pdb 1006.5984
complex.4576.pdb 1006.5865
complex.4577.pdb 1006.5729
complex.4578.pdb 1006.5648
complex.4579.pdb 1006.5121
complex.4580.pdb 1006.5090
complex.4581.pdb 1006.4995
complex.4582.pdb 1006.4686
complex.4583.pdb 1006.4659
complex.4584.pdb 1006.4606
complex.4585.pdb 1006.3740
complex.4586.pdb 1006.3575
complex.4587.pdb 1006.2388
complex.4588.pdb 1006.2199
complex.4589.pdb 1006.2076
complex.4590.pdb 1006.1874
complex.4591.pdb 1006.1793
complex.4592.pdb 1006.1791
complex.4593.pdb 1006.1360
complex.4594.pdb 1006.1331
complex.4595.pdb 1006.0892
complex.4596.pdb 1006.0701
complex.4597.pdb 1006.0627
complex.4598.pdb 1006.0610
complex.4599.pdb 1006.0484
complex.4600.pdb 1005.9507
complex.4601.pdb 1005.9348
complex.4602.pdb 1005.9346
complex.4603.pdb 1005.9038
complex.4604.pdb 1005.8666
complex.4605.pdb 1005.8081
complex.4606.pdb 1005.7880
complex.4607.pdb 1005.7397
complex.4608.pdb 1005.7338
complex.4609.pdb 1005.7085
complex.4610.pdb 1005.6455
complex.4611.pdb 1005.6302
complex.4612.pdb 1005.6176
complex.4613.pdb 1005.6112
complex.4614.pdb 1005.6105
complex.4615.pdb 1005.6094
complex.4616.pdb 1005.5991
complex.4617.pdb 1005.5930
complex.4618.pdb 1005.5388
complex.4619.pdb 1005.4894
complex.4620.pdb 1005.4316
complex.4621.pdb 1005.4299
complex.4622.pdb 1005.3245
complex.4623.pdb 1005.3057
complex.4624.pdb 1005.2877
complex.4625.pdb 1005.2538
complex.4626.pdb 1005.1995
complex.4627.pdb 1005.1731
complex.4628.pdb 1005.1497
complex.4629.pdb 1005.1401
complex.4630.pdb 1005.1331
complex.4631.pdb 1005.1072
complex.4632.pdb 1005.0544
complex.4633.pdb 1005.0516
complex.4634.pdb 1005.0466
complex.4635.pdb 1005.0431
complex.4636.pdb 1005.0172
complex.4637.pdb 1005.0149
complex.4638.pdb 1004.9897
complex.4639.pdb 1004.9890
complex.4640.pdb 1004.9860
complex.4641.pdb 1004.9807
complex.4642.pdb 1004.9683
complex.4643.pdb 1004.9648
complex.4644.pdb 1004.9591
complex.4645.pdb 1004.8757
complex.4646.pdb 1004.8747
complex.4647.pdb 1004.8115
complex.4648.pdb 1004.7958
complex.4649.pdb 1004.7764
complex.4650.pdb 1004.7417
complex.4651.pdb 1004.7347
complex.4652.pdb 1004.7257
complex.4653.pdb 1004.6160
complex.4654.pdb 1004.5967
complex.4655.pdb 1004.5626
complex.4656.pdb 1004.5593
complex.4657.pdb 1004.5349
complex.4658.pdb 1004.5155
complex.4659.pdb 1004.4853
complex.4660.pdb 1004.4474
complex.4661.pdb 1004.4462
complex.4662.pdb 1004.4396
complex.4663.pdb 1004.4375
complex.4664.pdb 1004.3155
complex.4665.pdb 1004.3027
complex.4666.pdb 1004.2956
complex.4667.pdb 1004.2930
complex.4668.pdb 1004.2599
complex.4669.pdb 1004.2372
complex.4670.pdb 1004.1961
complex.4671.pdb 1004.1725
complex.4672.pdb 1004.1469
complex.4673.pdb 1004.1274
complex.4674.pdb 1004.0781
complex.4675.pdb 1003.9375
complex.4676.pdb 1003.8889
complex.4677.pdb 1003.8405
complex.4678.pdb 1003.8248
complex.4679.pdb 1003.7981
complex.4680.pdb 1003.7618
complex.4681.pdb 1003.7563
complex.4682.pdb 1003.7377
complex.4683.pdb 1003.7214
complex.4684.pdb 1003.7203
complex.4685.pdb 1003.6987
complex.4686.pdb 1003.6761
complex.4687.pdb 1003.6426
complex.4688.pdb 1003.6349
complex.4689.pdb 1003.6312
complex.4690.pdb 1003.6235
complex.4691.pdb 1003.5701
complex.4692.pdb 1003.5570
complex.4693.pdb 1003.4612
complex.4694.pdb 1003.4311
complex.4695.pdb 1003.4141
complex.4696.pdb 1003.4002
complex.4697.pdb 1003.3941
complex.4698.pdb 1003.3908
complex.4699.pdb 1003.3682
complex.4700.pdb 1003.2473
complex.4701.pdb 1003.1276
complex.4702.pdb 1003.1174
complex.4703.pdb 1003.1006
complex.4704.pdb 1003.0806
complex.4705.pdb 1003.0725
complex.4706.pdb 1003.0657
complex.4707.pdb 1003.0373
complex.4708.pdb 1003.0362
complex.4709.pdb 1003.0352
complex.4710.pdb 1002.9738
complex.4711.pdb 1002.9681
complex.4712.pdb 1002.9609
complex.4713.pdb 1002.9606
complex.4714.pdb 1002.8923
complex.4715.pdb 1002.8883
complex.4716.pdb 1002.8484
complex.4717.pdb 1002.8420
complex.4718.pdb 1002.8188
complex.4719.pdb 1002.8109
complex.4720.pdb 1002.8029
complex.4721.pdb 1002.7822
complex.4722.pdb 1002.7714
complex.4723.pdb 1002.7018
complex.4724.pdb 1002.6983
complex.4725.pdb 1002.6696
complex.4726.pdb 1002.6443
complex.4727.pdb 1002.6354
complex.4728.pdb 1002.6160
complex.4729.pdb 1002.5744
complex.4730.pdb 1002.5519
complex.4731.pdb 1002.5239
complex.4732.pdb 1002.5064
complex.4733.pdb 1002.4892
complex.4734.pdb 1002.4047
complex.4735.pdb 1002.4022
complex.4736.pdb 1002.3760
complex.4737.pdb 1002.2887
complex.4738.pdb 1002.2800
complex.4739.pdb 1002.2686
complex.4740.pdb 1002.2194
complex.4741.pdb 1002.1729
complex.4742.pdb 1002.1453
complex.4743.pdb 1002.1391
complex.4744.pdb 1002.0867
complex.4745.pdb 1002.0704
complex.4746.pdb 1002.0526
complex.4747.pdb 1001.9969
complex.4748.pdb 1001.9419
complex.4749.pdb 1001.9056
complex.4750.pdb 1001.8190
complex.4751.pdb 1001.8188
complex.4752.pdb 1001.7792
complex.4753.pdb 1001.7582
complex.4754.pdb 1001.7275
complex.4755.pdb 1001.6984
complex.4756.pdb 1001.6509
complex.4757.pdb 1001.5668
complex.4758.pdb 1001.5283
complex.4759.pdb 1001.5223
complex.4760.pdb 1001.4938
complex.4761.pdb 1001.4647
complex.4762.pdb 1001.4514
complex.4763.pdb 1001.4282
complex.4764.pdb 1001.4252
complex.4765.pdb 1001.3679
complex.4766.pdb 1001.3224
complex.4767.pdb 1001.2906
complex.4768.pdb 1001.2881
complex.4769.pdb 1001.2726
complex.4770.pdb 1001.2538
complex.4771.pdb 1001.2387
complex.4772.pdb 1000.9958
complex.4773.pdb 1000.9807
complex.4774.pdb 1000.9774
complex.4775.pdb 1000.9080
complex.4776.pdb 1000.9076
complex.4777.pdb 1000.8628
complex.4778.pdb 1000.8622
complex.4779.pdb 1000.8163
complex.4780.pdb 1000.8059
complex.4781.pdb 1000.7813
complex.4782.pdb 1000.7595
complex.4783.pdb 1000.6828
complex.4784.pdb 1000.6519
complex.4785.pdb 1000.6323
complex.4786.pdb 1000.5785
complex.4787.pdb 1000.5710
complex.4788.pdb 1000.5582
complex.4789.pdb 1000.5225
complex.4790.pdb 1000.5063
complex.4791.pdb 1000.4651
complex.4792.pdb 1000.4624
complex.4793.pdb 1000.4343
complex.4794.pdb 1000.4139
complex.4795.pdb 1000.3974
complex.4796.pdb 1000.3463
complex.4797.pdb 1000.3306
complex.4798.pdb 1000.3102
complex.4799.pdb 1000.2817
complex.4800.pdb 1000.2773
complex.4801.pdb 1000.2712
complex.4802.pdb 1000.2620
complex.4803.pdb 1000.2519
complex.4804.pdb 1000.2451
complex.4805.pdb 1000.2328
complex.4806.pdb 1000.2079
complex.4807.pdb 1000.1827
complex.4808.pdb 1000.1594
complex.4809.pdb 1000.1534
complex.4810.pdb 1000.1144
complex.4811.pdb 1000.0926
complex.4812.pdb 1000.0859
complex.4813.pdb 1000.0743
complex.4814.pdb 1000.0692
complex.4815.pdb 1000.0635
complex.4816.pdb 1000.0612
complex.4817.pdb 999.9811
complex.4818.pdb 999.9460
complex.4819.pdb 999.9213
complex.4820.pdb 999.9122
complex.4821.pdb 999.8964
complex.4822.pdb 999.8873
complex.4823.pdb 999.8839
complex.4824.pdb 999.8698
complex.4825.pdb 999.8697
complex.4826.pdb 999.8591
complex.4827.pdb 999.8182
complex.4828.pdb 999.7901
complex.4829.pdb 999.7850
complex.4830.pdb 999.7415
complex.4831.pdb 999.6872
complex.4832.pdb 999.6859
complex.4833.pdb 999.6689
complex.4834.pdb 999.6428
complex.4835.pdb 999.6138
complex.4836.pdb 999.6092
complex.4837.pdb 999.5830
complex.4838.pdb 999.5554
complex.4839.pdb 999.5054
complex.4840.pdb 999.4715
complex.4841.pdb 999.4700
complex.4842.pdb 999.4601
complex.4843.pdb 999.4038
complex.4844.pdb 999.4002
complex.4845.pdb 999.3964
complex.4846.pdb 999.3552
complex.4847.pdb 999.3444
complex.4848.pdb 999.3259
complex.4849.pdb 999.2990
complex.4850.pdb 999.2907
complex.4851.pdb 999.2863
complex.4852.pdb 999.2111
complex.4853.pdb 999.2013
complex.4854.pdb 999.1586
complex.4855.pdb 999.1576
complex.4856.pdb 999.1251
complex.4857.pdb 999.1129
complex.4858.pdb 999.1028
complex.4859.pdb 999.0928
complex.4860.pdb 999.0834
complex.4861.pdb 999.0598
complex.4862.pdb 999.0491
complex.4863.pdb 999.0150
complex.4864.pdb 999.0015
complex.4865.pdb 998.9458
complex.4866.pdb 998.9307
complex.4867.pdb 998.9189
complex.4868.pdb 998.8983
complex.4869.pdb 998.8508
complex.4870.pdb 998.8317
complex.4871.pdb 998.7711
complex.4872.pdb 998.7607
complex.4873.pdb 998.7605
complex.4874.pdb 998.7422
complex.4875.pdb 998.7391
complex.4876.pdb 998.7025
complex.4877.pdb 998.6922
complex.4878.pdb 998.6816
complex.4879.pdb 998.6805
complex.4880.pdb 998.6530
complex.4881.pdb 998.6396
complex.4882.pdb 998.6099
complex.4883.pdb 998.6035
complex.4884.pdb 998.5998
complex.4885.pdb 998.5934
complex.4886.pdb 998.5815
complex.4887.pdb 998.5425
complex.4888.pdb 998.5411
complex.4889.pdb 998.4573
complex.4890.pdb 998.4495
complex.4891.pdb 998.4485
complex.4892.pdb 998.4302
complex.4893.pdb 998.4280
complex.4894.pdb 998.4236
complex.4895.pdb 998.3909
complex.4896.pdb 998.3400
complex.4897.pdb 998.3353
complex.4898.pdb 998.2889
complex.4899.pdb 998.2788
complex.4900.pdb 998.2546
complex.4901.pdb 998.2513
complex.4902.pdb 998.2404
complex.4903.pdb 998.2380
complex.4904.pdb 998.2313
complex.4905.pdb 998.1740
complex.4906.pdb 998.1716
complex.4907.pdb 998.1473
complex.4908.pdb 998.1326
complex.4909.pdb 998.1288
complex.4910.pdb 998.0715
complex.4911.pdb 998.0688
complex.4912.pdb 998.0648
complex.4913.pdb 998.0425
complex.4914.pdb 997.9741
complex.4915.pdb 997.9520
complex.4916.pdb 997.9176
complex.4917.pdb 997.8977
complex.4918.pdb 997.8960
complex.4919.pdb 997.8884
complex.4920.pdb 997.8301
complex.4921.pdb 997.7878
complex.4922.pdb 997.7662
complex.4923.pdb 997.7357
complex.4924.pdb 997.7168
complex.4925.pdb 997.7012
complex.4926.pdb 997.6971
complex.4927.pdb 997.6854
complex.4928.pdb 997.6475
complex.4929.pdb 997.6370
complex.4930.pdb 997.5718
complex.4931.pdb 997.5449
complex.4932.pdb 997.5306
complex.4933.pdb 997.5132
complex.4934.pdb 997.4985
complex.4935.pdb 997.4951
complex.4936.pdb 997.4742
complex.4937.pdb 997.3603
complex.4938.pdb 997.3534
complex.4939.pdb 997.3278
complex.4940.pdb 997.2601
complex.4941.pdb 997.2223
complex.4942.pdb 997.2042
complex.4943.pdb 997.2030
complex.4944.pdb 997.1404
complex.4945.pdb 997.1080
complex.4946.pdb 997.0712
complex.4947.pdb 997.0644
complex.4948.pdb 997.0627
complex.4949.pdb 997.0580
complex.4950.pdb 997.0203
complex.4951.pdb 996.9932
complex.4952.pdb 996.7963
complex.4953.pdb 996.7734
complex.4954.pdb 996.7418
complex.4955.pdb 996.7282
complex.4956.pdb 996.6935
complex.4957.pdb 996.6911
complex.4958.pdb 996.6747
complex.4959.pdb 996.5610
complex.4960.pdb 996.5507
complex.4961.pdb 996.5450
complex.4962.pdb 996.5320
complex.4963.pdb 996.5229
complex.4964.pdb 996.4726
complex.4965.pdb 996.4709
complex.4966.pdb 996.4617
complex.4967.pdb 996.4206
complex.4968.pdb 996.3801
complex.4969.pdb 996.3671
complex.4970.pdb 996.3529
complex.4971.pdb 996.3493
complex.4972.pdb 996.3227
complex.4973.pdb 996.3104
complex.4974.pdb 996.2556
complex.4975.pdb 996.2408
complex.4976.pdb 996.2136
complex.4977.pdb 996.1805
complex.4978.pdb 996.1786
complex.4979.pdb 996.1655
complex.4980.pdb 996.1637
complex.4981.pdb 996.1467
complex.4982.pdb 996.1417
complex.4983.pdb 996.1312
complex.4984.pdb 996.0471
complex.4985.pdb 996.0211
complex.4986.pdb 996.0160
complex.4987.pdb 995.9980
complex.4988.pdb 995.9977
complex.4989.pdb 995.9649
complex.4990.pdb 995.9262
complex.4991.pdb 995.9132
complex.4992.pdb 995.8903
complex.4993.pdb 995.8360
complex.4994.pdb 995.8258
complex.4995.pdb 995.8201
complex.4996.pdb 995.8052
complex.4997.pdb 995.8049
complex.4998.pdb 995.7332
complex.4999.pdb 995.7240
complex.5000.pdb 995.7181
complex.5001.pdb 995.6541
complex.5002.pdb 995.6223
complex.5003.pdb 995.6012
complex.5004.pdb 995.5776
complex.5005.pdb 995.5704
complex.5006.pdb 995.5682
complex.5007.pdb 995.5669
complex.5008.pdb 995.5175
complex.5009.pdb 995.5077
complex.5010.pdb 995.4967
complex.5011.pdb 995.4878
complex.5012.pdb 995.4395
complex.5013.pdb 995.4233
complex.5014.pdb 995.4122
complex.5015.pdb 995.3907
complex.5016.pdb 995.1322
complex.5017.pdb 995.1017
complex.5018.pdb 995.0639
complex.5019.pdb 995.0622
complex.5020.pdb 995.0547
complex.5021.pdb 995.0486
complex.5022.pdb 994.9804
complex.5023.pdb 994.9474
complex.5024.pdb 994.9355
complex.5025.pdb 994.9264
complex.5026.pdb 994.9247
complex.5027.pdb 994.9246
complex.5028.pdb 994.8967
complex.5029.pdb 994.8547
complex.5030.pdb 994.8275
complex.5031.pdb 994.7992
complex.5032.pdb 994.7870
complex.5033.pdb 994.7744
complex.5034.pdb 994.7531
complex.5035.pdb 994.7358
complex.5036.pdb 994.6965
complex.5037.pdb 994.6886
complex.5038.pdb 994.6808
complex.5039.pdb 994.6667
complex.5040.pdb 994.6358
complex.5041.pdb 994.6348
complex.5042.pdb 994.5663
complex.5043.pdb 994.4892
complex.5044.pdb 994.4880
complex.5045.pdb 994.4639
complex.5046.pdb 994.4430
complex.5047.pdb 994.4413
complex.5048.pdb 994.4252
complex.5049.pdb 994.4152
complex.5050.pdb 994.4136
complex.5051.pdb 994.3801
complex.5052.pdb 994.3250
complex.5053.pdb 994.3167
complex.5054.pdb 994.3052
complex.5055.pdb 994.2560
complex.5056.pdb 994.2541
complex.5057.pdb 994.2322
complex.5058.pdb 994.2239
complex.5059.pdb 994.2119
complex.5060.pdb 994.1265
complex.5061.pdb 994.1166
complex.5062.pdb 994.0872
complex.5063.pdb 994.0649
complex.5064.pdb 994.0242
complex.5065.pdb 994.0169
complex.5066.pdb 993.9822
complex.5067.pdb 993.9729
complex.5068.pdb 993.9378
complex.5069.pdb 993.9229
complex.5070.pdb 993.9108
complex.5071.pdb 993.8970
complex.5072.pdb 993.8502
complex.5073.pdb 993.8447
complex.5074.pdb 993.8255
complex.5075.pdb 993.8055
complex.5076.pdb 993.7831
complex.5077.pdb 993.7811
complex.5078.pdb 993.7446
complex.5079.pdb 993.7230
complex.5080.pdb 993.7104
complex.5081.pdb 993.7093
complex.5082.pdb 993.6902
complex.5083.pdb 993.6757
complex.5084.pdb 993.5934
complex.5085.pdb 993.5748
complex.5086.pdb 993.5375
complex.5087.pdb 993.5044
complex.5088.pdb 993.4835
complex.5089.pdb 993.4699
complex.5090.pdb 993.4473
complex.5091.pdb 993.4377
complex.5092.pdb 993.4197
complex.5093.pdb 993.4009
complex.5094.pdb 993.3951
complex.5095.pdb 993.3611
complex.5096.pdb 993.3420
complex.5097.pdb 993.3273
complex.5098.pdb 993.3217
complex.5099.pdb 993.2493
complex.5100.pdb 993.2181
complex.5101.pdb 993.2176
complex.5102.pdb 993.1683
complex.5103.pdb 993.1620
complex.5104.pdb 993.1611
complex.5105.pdb 993.1320
complex.5106.pdb 993.1058
complex.5107.pdb 993.1024
complex.5108.pdb 993.0904
complex.5109.pdb 993.0891
complex.5110.pdb 993.0575
complex.5111.pdb 993.0402
complex.5112.pdb 993.0352
complex.5113.pdb 992.9999
complex.5114.pdb 992.9756
complex.5115.pdb 992.9680
complex.5116.pdb 992.9438
complex.5117.pdb 992.8900
complex.5118.pdb 992.8639
complex.5119.pdb 992.8214
complex.5120.pdb 992.7936
complex.5121.pdb 992.7661
complex.5122.pdb 992.7642
complex.5123.pdb 992.7426
complex.5124.pdb 992.7050
complex.5125.pdb 992.6371
complex.5126.pdb 992.6019
complex.5127.pdb 992.6017
complex.5128.pdb 992.5724
complex.5129.pdb 992.5410
complex.5130.pdb 992.4635
complex.5131.pdb 992.4388
complex.5132.pdb 992.3620
complex.5133.pdb 992.3472
complex.5134.pdb 992.3246
complex.5135.pdb 992.3051
complex.5136.pdb 992.2943
complex.5137.pdb 992.2824
complex.5138.pdb 992.2673
complex.5139.pdb 992.2483
complex.5140.pdb 992.2396
complex.5141.pdb 992.2344
complex.5142.pdb 992.2030
complex.5143.pdb 992.2025
complex.5144.pdb 992.1796
complex.5145.pdb 992.1511
complex.5146.pdb 992.1388
complex.5147.pdb 992.1348
complex.5148.pdb 992.1316
complex.5149.pdb 992.1058
complex.5150.pdb 992.0892
complex.5151.pdb 992.0472
complex.5152.pdb 992.0411
complex.5153.pdb 992.0358
complex.5154.pdb 992.0097
complex.5155.pdb 991.9718
complex.5156.pdb 991.9648
complex.5157.pdb 991.9360
complex.5158.pdb 991.9209
complex.5159.pdb 991.8789
complex.5160.pdb 991.8386
complex.5161.pdb 991.8198
complex.5162.pdb 991.8160
complex.5163.pdb 991.6928
complex.5164.pdb 991.6823
complex.5165.pdb 991.6562
complex.5166.pdb 991.6521
complex.5167.pdb 991.5920
complex.5168.pdb 991.5831
complex.5169.pdb 991.5800
complex.5170.pdb 991.5283
complex.5171.pdb 991.5179
complex.5172.pdb 991.5154
complex.5173.pdb 991.5002
complex.5174.pdb 991.4758
complex.5175.pdb 991.3752
complex.5176.pdb 991.3735
complex.5177.pdb 991.3469
complex.5178.pdb 991.3461
complex.5179.pdb 991.3436
complex.5180.pdb 991.3251
complex.5181.pdb 991.3221
complex.5182.pdb 991.3070
complex.5183.pdb 991.2542
complex.5184.pdb 991.2534
complex.5185.pdb 991.2529
complex.5186.pdb 991.2043
complex.5187.pdb 991.1764
complex.5188.pdb 991.1478
complex.5189.pdb 991.1216
complex.5190.pdb 991.0831
complex.5191.pdb 991.0226
complex.5192.pdb 990.9778
complex.5193.pdb 990.9486
complex.5194.pdb 990.9461
complex.5195.pdb 990.9306
complex.5196.pdb 990.9053
complex.5197.pdb 990.8913
complex.5198.pdb 990.8911
complex.5199.pdb 990.8455
complex.5200.pdb 990.8408
complex.5201.pdb 990.8258
complex.5202.pdb 990.8216
complex.5203.pdb 990.7789
complex.5204.pdb 990.7472
complex.5205.pdb 990.7450
complex.5206.pdb 990.6796
complex.5207.pdb 990.6370
complex.5208.pdb 990.6126
complex.5209.pdb 990.6050
complex.5210.pdb 990.5812
complex.5211.pdb 990.5794
complex.5212.pdb 990.5428
complex.5213.pdb 990.5046
complex.5214.pdb 990.4957
complex.5215.pdb 990.4836
complex.5216.pdb 990.4531
complex.5217.pdb 990.4454
complex.5218.pdb 990.4417
complex.5219.pdb 990.4124
complex.5220.pdb 990.4012
complex.5221.pdb 990.3878
complex.5222.pdb 990.3837
complex.5223.pdb 990.3832
complex.5224.pdb 990.3729
complex.5225.pdb 990.3207
complex.5226.pdb 990.2296
complex.5227.pdb 990.2053
complex.5228.pdb 990.1855
complex.5229.pdb 990.1492
complex.5230.pdb 990.1459
complex.5231.pdb 990.1372
complex.5232.pdb 990.1366
complex.5233.pdb 990.0924
complex.5234.pdb 990.0920
complex.5235.pdb 990.0450
complex.5236.pdb 990.0430
complex.5237.pdb 990.0205
complex.5238.pdb 989.9976
complex.5239.pdb 989.9866
complex.5240.pdb 989.9827
complex.5241.pdb 989.9816
complex.5242.pdb 989.9796
complex.5243.pdb 989.9741
complex.5244.pdb 989.9625
complex.5245.pdb 989.9319
complex.5246.pdb 989.9289
complex.5247.pdb 989.9198
complex.5248.pdb 989.8799
complex.5249.pdb 989.8777
complex.5250.pdb 989.8726
complex.5251.pdb 989.8669
complex.5252.pdb 989.8588
complex.5253.pdb 989.8537
complex.5254.pdb 989.8354
complex.5255.pdb 989.8254
complex.5256.pdb 989.7790
complex.5257.pdb 989.7651
complex.5258.pdb 989.7640
complex.5259.pdb 989.6396
complex.5260.pdb 989.6122
complex.5261.pdb 989.6072
complex.5262.pdb 989.5981
complex.5263.pdb 989.5398
complex.5264.pdb 989.5357
complex.5265.pdb 989.5309
complex.5266.pdb 989.5251
complex.5267.pdb 989.5158
complex.5268.pdb 989.4904
complex.5269.pdb 989.4161
complex.5270.pdb 989.4083
complex.5271.pdb 989.3860
complex.5272.pdb 989.3773
complex.5273.pdb 989.3639
complex.5274.pdb 989.3506
complex.5275.pdb 989.3253
complex.5276.pdb 989.3240
complex.5277.pdb 989.2986
complex.5278.pdb 989.2782
complex.5279.pdb 989.1800
complex.5280.pdb 989.1678
complex.5281.pdb 989.1633
complex.5282.pdb 989.1438
complex.5283.pdb 989.0824
complex.5284.pdb 989.0491
complex.5285.pdb 989.0203
complex.5286.pdb 989.0193
complex.5287.pdb 988.9275
complex.5288.pdb 988.9211
complex.5289.pdb 988.9023
complex.5290.pdb 988.8894
complex.5291.pdb 988.8566
complex.5292.pdb 988.8489
complex.5293.pdb 988.7990
complex.5294.pdb 988.7794
complex.5295.pdb 988.7469
complex.5296.pdb 988.6633
complex.5297.pdb 988.6386
complex.5298.pdb 988.6252
complex.5299.pdb 988.6177
complex.5300.pdb 988.5931
complex.5301.pdb 988.5911
complex.5302.pdb 988.5823
complex.5303.pdb 988.5524
complex.5304.pdb 988.5233
complex.5305.pdb 988.4769
complex.5306.pdb 988.4650
complex.5307.pdb 988.4119
complex.5308.pdb 988.3900
complex.5309.pdb 988.3867
complex.5310.pdb 988.3747
complex.5311.pdb 988.3581
complex.5312.pdb 988.3205
complex.5313.pdb 988.2567
complex.5314.pdb 988.2356
complex.5315.pdb 988.2205
complex.5316.pdb 988.2172
complex.5317.pdb 988.1746
complex.5318.pdb 988.1678
complex.5319.pdb 988.0031
complex.5320.pdb 987.9908
complex.5321.pdb 987.9723
complex.5322.pdb 987.9318
complex.5323.pdb 987.9116
complex.5324.pdb 987.9033
complex.5325.pdb 987.8979
complex.5326.pdb 987.8889
complex.5327.pdb 987.8814
complex.5328.pdb 987.8370
complex.5329.pdb 987.8303
complex.5330.pdb 987.8142
complex.5331.pdb 987.7917
complex.5332.pdb 987.7798
complex.5333.pdb 987.7589
complex.5334.pdb 987.6010
complex.5335.pdb 987.5807
complex.5336.pdb 987.5710
complex.5337.pdb 987.5547
complex.5338.pdb 987.4890
complex.5339.pdb 987.4801
complex.5340.pdb 987.4705
complex.5341.pdb 987.4697
complex.5342.pdb 987.4474
complex.5343.pdb 987.4031
complex.5344.pdb 987.3953
complex.5345.pdb 987.3834
complex.5346.pdb 987.3616
complex.5347.pdb 987.3470
complex.5348.pdb 987.3096
complex.5349.pdb 987.3021
complex.5350.pdb 987.3018
complex.5351.pdb 987.2943
complex.5352.pdb 987.2896
complex.5353.pdb 987.2693
complex.5354.pdb 987.2601
complex.5355.pdb 987.2305
complex.5356.pdb 987.2129
complex.5357.pdb 987.1771
complex.5358.pdb 987.1332
complex.5359.pdb 987.1269
complex.5360.pdb 987.0515
complex.5361.pdb 987.0010
