#decoys scores
complex.4670.pdb 3.6190
complex.4671.pdb 4.4913
complex.4672.pdb 1.1723
complex.4673.pdb 3.2584
complex.4674.pdb 7.8655
complex.4675.pdb 6.2809
complex.4676.pdb 4.9110
complex.4677.pdb -0.9048
complex.4678.pdb 6.8635
complex.4679.pdb -2.5152
complex.4680.pdb 3.2330
complex.4681.pdb -3.0517
complex.4682.pdb 7.7852
complex.4683.pdb -0.3213
complex.4684.pdb -1.4985
complex.4685.pdb 4.0543
complex.4686.pdb -1.6451
complex.4687.pdb -2.4757
complex.4688.pdb 1.7021
complex.4689.pdb -1.0771
complex.4690.pdb 2.3769
complex.4691.pdb 3.6954
complex.4692.pdb -1.9086
complex.4693.pdb 1.3272
complex.4694.pdb -0.4397
complex.4695.pdb -0.8811
complex.4696.pdb -5.3764
complex.4697.pdb -1.0992
complex.4698.pdb -0.4630
complex.4699.pdb -1.3941
complex.4700.pdb -4.8537
complex.4701.pdb 1.7328
complex.4702.pdb -2.8362
complex.4703.pdb -3.6716
complex.4704.pdb 1.9346
complex.4705.pdb 4.1609
complex.4706.pdb -1.1525
complex.4707.pdb 4.2831
complex.4708.pdb -5.3570
complex.4709.pdb -1.6111
complex.4710.pdb -0.7895
complex.4711.pdb 3.3088
complex.4712.pdb 1.8312
complex.4713.pdb 0.7061
complex.4714.pdb -1.1589
complex.4715.pdb -1.2881
complex.4716.pdb -2.7985
complex.4717.pdb -4.6349
complex.4718.pdb -2.6118
complex.4719.pdb 1.5720
complex.4720.pdb 5.1701
complex.4721.pdb -0.2180
complex.4722.pdb -1.5698
complex.4723.pdb -3.3463
complex.4724.pdb 5.5535
complex.4725.pdb -1.4834
complex.4726.pdb -0.1944
complex.4727.pdb 0.6241
complex.4728.pdb -3.0369
complex.4729.pdb 0.4216
complex.4730.pdb -1.9794
complex.4731.pdb -0.8366
complex.4732.pdb 5.4721
complex.4733.pdb 0.9806
complex.4734.pdb -1.6244
complex.4735.pdb -0.8889
complex.4736.pdb 6.0782
complex.4737.pdb -0.7518
complex.4738.pdb -3.7022
complex.4739.pdb -2.1465
complex.4740.pdb -1.7136
complex.4741.pdb -4.4367
complex.4742.pdb -3.5530
complex.4743.pdb -0.3854
complex.4744.pdb 6.2773
complex.4745.pdb 4.8669
complex.4746.pdb -1.1291
complex.4747.pdb -0.2741
complex.4748.pdb -3.5948
complex.4749.pdb 1.7648
complex.4750.pdb 0.5906
complex.4751.pdb 3.5526
complex.4752.pdb -3.5405
complex.4753.pdb 1.5806
complex.4754.pdb 4.3982
complex.4755.pdb 4.7171
complex.4756.pdb -2.2415
complex.4757.pdb 4.5641
complex.4758.pdb -1.1020
complex.4759.pdb 5.7696
complex.4760.pdb -1.0472
complex.4761.pdb 2.4721
complex.4762.pdb -0.7874
complex.4763.pdb -1.8527
complex.4764.pdb -5.8359
complex.4765.pdb 0.0773
complex.4766.pdb -6.4713
complex.4767.pdb -5.8175
complex.4768.pdb -0.8851
complex.4769.pdb 3.3213
complex.4770.pdb 0.3724
complex.4771.pdb -0.9223
complex.4772.pdb 0.6470
complex.4773.pdb -3.5906
complex.4774.pdb -0.6979
complex.4775.pdb 3.5079
complex.4776.pdb -0.3727
complex.4777.pdb 1.7762
complex.4778.pdb 6.7476
complex.4779.pdb -2.9183
complex.4780.pdb 1.6872
complex.4781.pdb -3.7704
complex.4782.pdb -2.5236
complex.4783.pdb 1.6320
complex.4784.pdb 3.9794
complex.4785.pdb -2.4479
complex.4786.pdb -0.5631
complex.4787.pdb -3.3487
complex.4788.pdb -1.8791
complex.4789.pdb -0.6193
complex.4790.pdb 2.4137
complex.4791.pdb -1.5726
complex.4792.pdb 0.1234
complex.4793.pdb 0.4035
complex.4794.pdb -4.4279
complex.4795.pdb 3.1775
complex.4796.pdb -0.7664
complex.4797.pdb -4.2070
complex.4798.pdb 2.5695
complex.4799.pdb -1.9868
complex.4800.pdb -5.2865
complex.4801.pdb 0.2430
complex.4802.pdb -3.3856
complex.4803.pdb 3.9446
complex.4804.pdb 2.9538
complex.4805.pdb -0.7236
complex.4806.pdb -4.2939
complex.4807.pdb 4.2437
complex.4808.pdb 5.2547
complex.4809.pdb -2.0882
complex.4810.pdb 0.2022
complex.4811.pdb -7.0469
complex.4812.pdb -2.8925
complex.4813.pdb 1.3527
complex.4814.pdb 7.3761
complex.4815.pdb 2.9754
complex.4816.pdb -3.1570
complex.4817.pdb -0.0683
complex.4818.pdb 3.6970
complex.4819.pdb -0.3894
complex.4820.pdb 7.0561
complex.4821.pdb -3.2460
complex.4822.pdb 2.5464
complex.4823.pdb -4.7914
complex.4824.pdb -3.0360
complex.4825.pdb -2.8222
complex.4826.pdb 0.9424
complex.4827.pdb 7.0124
complex.4828.pdb 2.4976
complex.4829.pdb -3.3990
complex.4830.pdb -4.5241
complex.4831.pdb 2.1372
complex.4832.pdb -2.0429
complex.4833.pdb 8.2292
complex.4834.pdb 2.9896
complex.4835.pdb 0.4304
complex.4836.pdb 6.8746
complex.4837.pdb -4.5029
complex.4838.pdb -1.2185
complex.4839.pdb 0.1987
complex.4840.pdb -2.6087
complex.4841.pdb 2.4640
complex.4842.pdb -0.9256
complex.4843.pdb -4.1029
complex.4844.pdb -6.9731
complex.4845.pdb -2.4860
complex.4846.pdb -0.6786
complex.4847.pdb -2.7894
complex.4848.pdb -2.1781
complex.4849.pdb -1.2797
complex.4850.pdb -0.9344
complex.4851.pdb -3.6524
complex.4852.pdb 1.3179
complex.4853.pdb 0.0699
complex.4854.pdb -0.5367
complex.4855.pdb 4.9585
complex.4856.pdb 0.9269
complex.4857.pdb -4.3733
complex.4858.pdb 5.5179
complex.4859.pdb -2.8802
complex.4860.pdb -3.5701
complex.4861.pdb -2.7922
complex.4862.pdb 2.4458
complex.4863.pdb -1.2101
complex.4864.pdb 1.1513
complex.4865.pdb -1.4987
complex.4866.pdb -4.6895
complex.4867.pdb -1.2332
complex.4868.pdb -3.5312
complex.4869.pdb -0.7403
complex.4870.pdb -4.1011
complex.4871.pdb 2.7206
complex.4872.pdb 3.6760
complex.4873.pdb -1.8786
complex.4874.pdb 0.2722
complex.4875.pdb -0.2048
complex.4876.pdb -0.7504
complex.4877.pdb -0.5024
complex.4878.pdb -2.7995
complex.4879.pdb -5.1284
complex.4880.pdb 3.4922
complex.4881.pdb -1.1561
complex.4882.pdb 0.0117
complex.4883.pdb -1.8709
complex.4884.pdb -2.2856
complex.4885.pdb 0.2293
complex.4886.pdb -1.1038
complex.4887.pdb -0.9684
complex.4888.pdb 0.9055
complex.4889.pdb -4.5151
complex.4890.pdb 1.4055
complex.4891.pdb -4.8452
complex.4892.pdb -4.5524
complex.4893.pdb -2.8399
complex.4894.pdb -2.2516
complex.4895.pdb -4.8428
complex.4896.pdb 3.6793
complex.4897.pdb -4.1424
complex.4898.pdb -0.2904
complex.4899.pdb -2.5724
complex.4900.pdb 7.6965
complex.4901.pdb 1.8378
complex.4902.pdb 4.2888
complex.4903.pdb 3.8978
complex.4904.pdb -0.6839
complex.4905.pdb 4.0547
complex.4906.pdb -2.9035
complex.4907.pdb -0.2695
complex.4908.pdb 1.4760
complex.4909.pdb 0.7994
complex.4910.pdb -1.2789
complex.4911.pdb -2.3919
complex.4912.pdb 0.5412
complex.4913.pdb -1.1567
complex.4914.pdb -3.0177
complex.4915.pdb -2.5128
complex.4916.pdb -0.6184
complex.4917.pdb -5.7596
complex.4918.pdb 2.5264
complex.4919.pdb 1.5732
complex.4920.pdb -2.1641
complex.4921.pdb -0.9812
complex.4922.pdb 6.2243
complex.4923.pdb -0.7289
complex.4924.pdb -2.4539
complex.4925.pdb -6.7224
complex.4926.pdb -3.4677
complex.4927.pdb 0.5796
complex.4928.pdb 0.4799
complex.4929.pdb 1.3277
complex.4930.pdb -2.3708
complex.4931.pdb 1.2478
complex.4932.pdb -3.8638
complex.4933.pdb -0.5081
complex.4934.pdb -1.2131
complex.4935.pdb 2.3785
complex.4936.pdb -2.4109
complex.4937.pdb -2.4921
complex.4938.pdb -3.1820
complex.4939.pdb -3.1591
complex.4940.pdb 1.5567
complex.4941.pdb -0.6113
complex.4942.pdb 1.7954
complex.4943.pdb 0.4442
complex.4944.pdb -0.3734
complex.4945.pdb -0.1386
complex.4946.pdb -2.6533
complex.4947.pdb -4.5642
complex.4948.pdb -1.3880
complex.4949.pdb -0.5952
complex.4950.pdb -4.4309
complex.4951.pdb -5.0260
complex.4952.pdb 5.9373
complex.4953.pdb -1.2079
complex.4954.pdb -1.5914
complex.4955.pdb -2.2571
complex.4956.pdb -2.6072
complex.4957.pdb -4.0395
complex.4958.pdb -0.1081
complex.4959.pdb 1.3845
complex.4960.pdb -1.1982
complex.4961.pdb -2.8942
complex.4962.pdb 5.8576
complex.4963.pdb 1.3468
complex.4964.pdb 3.0090
complex.4965.pdb 1.9853
complex.4966.pdb -0.9551
complex.4967.pdb 0.5220
complex.4968.pdb 1.3991
complex.4969.pdb -7.3558
complex.4970.pdb 2.7254
complex.4971.pdb 3.4576
complex.4972.pdb -0.3525
complex.4973.pdb -3.0441
complex.4974.pdb 1.1135
complex.4975.pdb -2.7643
complex.4976.pdb -3.9175
complex.4977.pdb -0.0253
complex.4978.pdb -0.0302
complex.4979.pdb -2.9735
complex.4980.pdb -0.3243
complex.4981.pdb -4.2098
complex.4982.pdb 2.1916
complex.4983.pdb -4.4466
complex.4984.pdb -4.2249
complex.4985.pdb 6.2455
complex.4986.pdb 1.1914
complex.4987.pdb -2.1848
complex.4988.pdb -3.1777
complex.4989.pdb -0.2895
complex.4990.pdb 4.0437
complex.4991.pdb 7.0047
complex.4992.pdb -3.3184
complex.4993.pdb -3.3824
complex.4994.pdb 0.7555
complex.4995.pdb 0.5030
complex.4996.pdb 0.6898
complex.4997.pdb -0.5374
complex.4998.pdb -2.5718
complex.4999.pdb 0.2411
complex.5000.pdb 1.5207
complex.5001.pdb 0.5629
complex.5002.pdb -1.7156
complex.5003.pdb -1.5917
complex.5004.pdb -1.6729
complex.5005.pdb -3.2279
complex.5006.pdb 3.9974
complex.5007.pdb -5.0449
complex.5008.pdb 0.8061
complex.5009.pdb -4.9458
complex.5010.pdb 0.7956
complex.5011.pdb -3.4151
complex.5012.pdb -4.1937
complex.5013.pdb -1.5154
complex.5014.pdb -5.8902
complex.5015.pdb -0.4834
complex.5016.pdb 5.7227
complex.5017.pdb -5.2181
complex.5018.pdb -4.2834
complex.5019.pdb 1.2132
complex.5020.pdb -2.9720
complex.5021.pdb -0.5457
complex.5022.pdb -3.2624
complex.5023.pdb -0.2003
complex.5024.pdb -2.6499
complex.5025.pdb 0.8097
complex.5026.pdb 2.8368
complex.5027.pdb -2.0602
complex.5028.pdb -0.7320
complex.5029.pdb -2.0466
complex.5030.pdb 1.2209
complex.5031.pdb -1.0821
complex.5032.pdb 5.2411
complex.5033.pdb -3.2769
complex.5034.pdb -0.8180
complex.5035.pdb 0.8763
complex.5036.pdb 3.1842
complex.5037.pdb 2.6650
complex.5038.pdb -0.8689
complex.5039.pdb 2.8200
complex.5040.pdb 0.6932
complex.5041.pdb -1.2556
complex.5042.pdb 1.7921
complex.5043.pdb 2.4577
complex.5044.pdb -1.1683
complex.5045.pdb -4.9485
complex.5046.pdb -4.4346
complex.5047.pdb 1.7927
complex.5048.pdb -0.9954
complex.5049.pdb 0.0988
complex.5050.pdb -1.5279
complex.5051.pdb -1.0380
complex.5052.pdb -0.7264
complex.5053.pdb 5.1151
complex.5054.pdb 3.8439
complex.5055.pdb -3.8669
complex.5056.pdb -2.5772
complex.5057.pdb -3.7614
complex.5058.pdb 3.7530
complex.5059.pdb -3.5389
complex.5060.pdb -1.7575
complex.5061.pdb -3.0694
complex.5062.pdb -5.4501
complex.5063.pdb -3.1385
complex.5064.pdb 1.7373
complex.5065.pdb -1.5511
complex.5066.pdb 0.3959
complex.5067.pdb -1.0057
complex.5068.pdb -4.2387
complex.5069.pdb 0.6839
complex.5070.pdb 1.2830
complex.5071.pdb 0.7068
complex.5072.pdb 1.8777
complex.5073.pdb 0.7588
complex.5074.pdb 0.7880
complex.5075.pdb 3.2752
complex.5076.pdb -4.3384
complex.5077.pdb -7.1271
complex.5078.pdb 4.0961
complex.5079.pdb -1.5403
complex.5080.pdb -3.2736
complex.5081.pdb -1.8744
complex.5082.pdb 2.5440
complex.5083.pdb -2.5208
complex.5084.pdb 5.2839
complex.5085.pdb 3.9964
complex.5086.pdb -0.3148
complex.5087.pdb -3.7100
complex.5088.pdb -2.5548
complex.5089.pdb -1.5243
complex.5090.pdb -4.1669
complex.5091.pdb 7.2513
complex.5092.pdb 1.2756
complex.5093.pdb -5.5084
complex.5094.pdb -1.1494
complex.5095.pdb -4.5730
complex.5096.pdb -5.1882
complex.5097.pdb -4.3696
complex.5098.pdb -4.1079
complex.5099.pdb -1.7089
complex.5100.pdb 1.2118
complex.5101.pdb -1.3356
complex.5102.pdb -0.5164
complex.5103.pdb -2.8128
complex.5104.pdb 4.4725
complex.5105.pdb -5.4036
complex.5106.pdb 1.4552
complex.5107.pdb -3.0905
complex.5108.pdb -2.6845
complex.5109.pdb -3.1557
complex.5110.pdb -2.0348
complex.5111.pdb 1.4807
complex.5112.pdb -2.2583
complex.5113.pdb -1.5542
complex.5114.pdb -0.8432
complex.5115.pdb 1.3494
complex.5116.pdb -2.5794
complex.5117.pdb -5.9787
complex.5118.pdb 2.1273
complex.5119.pdb -1.2230
complex.5120.pdb 3.0652
complex.5121.pdb -4.5031
complex.5122.pdb 1.2265
complex.5123.pdb -5.3410
complex.5124.pdb 0.8267
complex.5125.pdb -0.7881
complex.5126.pdb -2.6894
complex.5127.pdb 6.7458
complex.5128.pdb -3.0097
complex.5129.pdb -0.3920
complex.5130.pdb -1.2858
complex.5131.pdb -1.7158
complex.5132.pdb -1.6883
complex.5133.pdb 1.5497
complex.5134.pdb 4.9833
complex.5135.pdb -0.1384
complex.5136.pdb -2.1729
complex.5137.pdb 0.6114
complex.5138.pdb 5.3885
complex.5139.pdb 2.7362
complex.5140.pdb -1.5139
complex.5141.pdb -2.7591
complex.5142.pdb -5.1246
complex.5143.pdb -1.6889
complex.5144.pdb -2.9863
complex.5145.pdb 1.0883
complex.5146.pdb -5.4302
complex.5147.pdb 4.8953
complex.5148.pdb -1.8251
complex.5149.pdb -0.6341
complex.5150.pdb -3.2336
complex.5151.pdb -0.5577
complex.5152.pdb -2.3631
complex.5153.pdb -3.0474
complex.5154.pdb 2.1368
complex.5155.pdb -4.0241
complex.5156.pdb 4.0402
complex.5157.pdb -3.0561
complex.5158.pdb -6.9700
complex.5159.pdb -2.4847
complex.5160.pdb -2.3190
complex.5161.pdb -0.4762
complex.5162.pdb 5.0813
complex.5163.pdb 5.9222
complex.5164.pdb 3.4193
complex.5165.pdb 3.8756
complex.5166.pdb 2.8624
complex.5167.pdb -7.3110
complex.5168.pdb -0.3264
complex.5169.pdb -4.7801
complex.5170.pdb 4.3163
complex.5171.pdb -1.0552
complex.5172.pdb 0.1711
complex.5173.pdb 1.9357
complex.5174.pdb 0.4938
complex.5175.pdb 0.6134
complex.5176.pdb -1.0196
complex.5177.pdb -3.2099
complex.5178.pdb 0.3760
complex.5179.pdb -1.4743
complex.5180.pdb -1.7748
complex.5181.pdb 1.7946
complex.5182.pdb 2.2968
complex.5183.pdb 7.6064
complex.5184.pdb -1.4731
complex.5185.pdb 3.3004
complex.5186.pdb 1.0658
complex.5187.pdb 4.1860
complex.5188.pdb 0.3483
complex.5189.pdb 1.2232
complex.5190.pdb -3.2505
complex.5191.pdb -2.3561
complex.5192.pdb -2.6185
complex.5193.pdb -2.5512
complex.5194.pdb -2.1290
complex.5195.pdb 1.4277
complex.5196.pdb 3.7938
complex.5197.pdb -2.4894
complex.5198.pdb 5.0990
complex.5199.pdb -2.2736
complex.5200.pdb -0.4479
complex.5201.pdb -1.1879
complex.5202.pdb 1.0493
complex.5203.pdb -3.3533
complex.5204.pdb 1.1647
complex.5205.pdb -2.5679
complex.5206.pdb -3.1598
complex.5207.pdb -0.4979
complex.5208.pdb 3.5885
complex.5209.pdb -3.6489
complex.5210.pdb -0.4943
complex.5211.pdb -1.3829
complex.5212.pdb 1.8400
complex.5213.pdb -0.1665
complex.5214.pdb -4.5336
complex.5215.pdb -2.7497
complex.5216.pdb -6.2186
complex.5217.pdb -1.9028
complex.5218.pdb -0.1112
complex.5219.pdb 3.2254
complex.5220.pdb 2.1518
complex.5221.pdb -1.4279
complex.5222.pdb 0.0405
complex.5223.pdb -0.6284
complex.5224.pdb -3.4164
complex.5225.pdb -1.5001
complex.5226.pdb 0.9247
complex.5227.pdb -0.8376
complex.5228.pdb 1.3213
complex.5229.pdb -1.6692
complex.5230.pdb -1.3709
complex.5231.pdb -2.1799
complex.5232.pdb -4.1646
complex.5233.pdb -1.7744
complex.5234.pdb -0.9943
complex.5235.pdb 1.2396
complex.5236.pdb -2.8644
complex.5237.pdb -4.6481
complex.5238.pdb -2.8466
complex.5239.pdb -1.7518
complex.5240.pdb 1.0053
complex.5241.pdb -4.2433
complex.5242.pdb -2.7129
complex.5243.pdb -3.2218
complex.5244.pdb -3.4040
complex.5245.pdb -2.0197
complex.5246.pdb -1.8232
complex.5247.pdb -4.4697
complex.5248.pdb -3.2008
complex.5249.pdb -3.1817
complex.5250.pdb -3.0129
complex.5251.pdb -3.4073
complex.5252.pdb 0.4577
complex.5253.pdb -1.2611
complex.5254.pdb -3.0872
complex.5255.pdb -3.6739
complex.5256.pdb -3.7167
complex.5257.pdb -0.1852
complex.5258.pdb -1.2219
complex.5259.pdb -1.2490
complex.5260.pdb -1.4103
complex.5261.pdb 2.1696
complex.5262.pdb -1.4605
complex.5263.pdb -0.4600
complex.5264.pdb 3.4702
complex.5265.pdb -3.7985
complex.5266.pdb 1.6411
complex.5267.pdb -2.4338
complex.5268.pdb -1.7463
complex.5269.pdb -3.0086
complex.5270.pdb -0.5609
complex.5271.pdb -1.0942
complex.5272.pdb 5.3377
complex.5273.pdb -1.3176
complex.5274.pdb -2.0096
complex.5275.pdb -1.6338
complex.5276.pdb 0.7503
complex.5277.pdb -2.6040
complex.5278.pdb -3.5545
complex.5279.pdb -3.7656
complex.5280.pdb 2.6038
complex.5281.pdb -5.8938
complex.5282.pdb -3.1599
complex.5283.pdb 5.1260
complex.5284.pdb -3.1601
complex.5285.pdb -4.4340
complex.5286.pdb 3.8331
complex.5287.pdb -1.2478
complex.5288.pdb -0.4348
complex.5289.pdb -4.3780
complex.5290.pdb 2.9369
complex.5291.pdb 3.1258
complex.5292.pdb -0.3587
complex.5293.pdb -6.4796
complex.5294.pdb -4.1675
complex.5295.pdb 0.5007
complex.5296.pdb 0.7680
complex.5297.pdb -4.3590
complex.5298.pdb 1.8420
complex.5299.pdb -3.7938
complex.5300.pdb -3.2297
complex.5301.pdb -3.1175
complex.5302.pdb 0.3362
complex.5303.pdb -0.1466
complex.5304.pdb -4.4510
complex.5305.pdb -2.8552
complex.5306.pdb -3.4450
complex.5307.pdb -3.0868
complex.5308.pdb -2.3010
complex.5309.pdb 2.4562
complex.5310.pdb 0.2315
complex.5311.pdb -4.5834
complex.5312.pdb 2.6720
complex.5313.pdb -5.7562
complex.5314.pdb -2.3062
complex.5315.pdb 3.9717
complex.5316.pdb 4.5115
complex.5317.pdb -0.2609
complex.5318.pdb 6.0066
complex.5319.pdb -3.3041
complex.5320.pdb 2.5145
complex.5321.pdb 6.6184
complex.5322.pdb -1.6815
complex.5323.pdb -3.9231
complex.5324.pdb 4.6657
complex.5325.pdb -2.1440
complex.5326.pdb 2.6062
complex.5327.pdb -4.8446
complex.5328.pdb -2.2988
complex.5329.pdb -1.3867
complex.5330.pdb 0.5568
complex.5331.pdb 3.1528
complex.5332.pdb 4.2627
complex.5333.pdb -0.6322
complex.5334.pdb 0.6126
complex.5335.pdb -2.3867
complex.5336.pdb -1.7320
complex.5337.pdb 3.9267
complex.5338.pdb 0.9639
complex.5339.pdb 5.2101
complex.5340.pdb 1.1323
complex.5341.pdb -2.6451
complex.5342.pdb 3.5454
complex.5343.pdb 1.8195
complex.5344.pdb 0.0490
complex.5345.pdb -2.0606
complex.5346.pdb 3.9029
complex.5347.pdb 6.8092
complex.5348.pdb 7.4303
complex.5349.pdb 1.5419
complex.5350.pdb 0.3847
complex.5351.pdb -0.4141
complex.5352.pdb -1.7265
complex.5353.pdb -4.6628
complex.5354.pdb 2.5796
complex.5355.pdb -3.6141
complex.5356.pdb -1.5030
complex.5357.pdb 3.8134
complex.5358.pdb -4.0627
complex.5359.pdb -7.8638
complex.5360.pdb 0.0589
complex.5361.pdb -5.9029
complex.5362.pdb -3.0764
complex.5363.pdb 3.6272
complex.5364.pdb -4.4222
complex.5365.pdb -0.6834
complex.5366.pdb -2.2462
complex.5367.pdb -3.4487
complex.5368.pdb -1.8195
complex.5369.pdb -2.8475
complex.5370.pdb 1.9957
complex.5371.pdb -2.5930
complex.5372.pdb -2.7211
complex.5373.pdb 0.3438
complex.5374.pdb 1.9287
complex.5375.pdb -2.1549
complex.5376.pdb -5.4720
complex.5377.pdb -0.5595
complex.5378.pdb -1.0346
complex.5379.pdb -4.9778
complex.5380.pdb -5.8806
complex.5381.pdb -2.4979
complex.5382.pdb -3.5836
complex.5383.pdb -1.9990
complex.5384.pdb -1.2220
complex.5385.pdb -2.8863
complex.5386.pdb 3.1319
complex.5387.pdb 0.5910
complex.5388.pdb -2.6660
complex.5389.pdb 0.0654
complex.5390.pdb -2.0964
complex.5391.pdb 5.4810
complex.5392.pdb -4.7372
complex.5393.pdb 4.5660
complex.5394.pdb -0.3810
complex.5395.pdb 7.1660
complex.5396.pdb 1.3152
complex.5397.pdb 4.0062
complex.5398.pdb 0.0045
complex.5399.pdb -2.3515
complex.5400.pdb -0.5338
complex.5401.pdb -3.9836
complex.5402.pdb -4.3593
complex.5403.pdb 0.2274
complex.5404.pdb 0.4617
complex.5405.pdb -1.5491
complex.5406.pdb -2.4496
complex.5407.pdb -0.9705
complex.5408.pdb 7.6488
complex.5409.pdb 0.4541
complex.5410.pdb -0.1552
complex.5411.pdb 1.0893
complex.5412.pdb -5.9432
complex.5413.pdb -4.9926
complex.5414.pdb -4.4408
complex.5415.pdb -3.2233
complex.5416.pdb -2.1648
complex.5417.pdb -3.4002
complex.5418.pdb -2.2370
complex.5419.pdb -0.9255
complex.5420.pdb -4.6995
complex.5421.pdb -1.1815
complex.5422.pdb -0.1516
complex.5423.pdb 1.6312
complex.5424.pdb -3.9802
complex.5425.pdb -4.4424
complex.5426.pdb -3.5613
complex.5427.pdb -0.8829
complex.5428.pdb 1.9178
complex.5429.pdb -1.1497
complex.5430.pdb -0.9902
complex.5431.pdb -2.3652
complex.5432.pdb -3.1512
complex.5433.pdb -1.9358
complex.5434.pdb 2.4714
complex.5435.pdb -0.8705
complex.5436.pdb -3.8618
complex.5437.pdb 2.4518
complex.5438.pdb -4.6802
complex.5439.pdb -0.2920
complex.5440.pdb -2.2536
complex.5441.pdb 1.9144
complex.5442.pdb -4.2882
complex.5443.pdb -2.3030
complex.5444.pdb -3.2748
complex.5445.pdb -0.0389
complex.5446.pdb -1.5510
complex.5447.pdb -4.1207
complex.5448.pdb -2.0344
complex.5449.pdb -4.4778
complex.5450.pdb -3.1371
complex.5451.pdb 4.0824
complex.5452.pdb 1.1752
complex.5453.pdb -3.2804
complex.5454.pdb -0.7602
complex.5455.pdb -7.6517
complex.5456.pdb -0.4619
complex.5457.pdb 2.6594
complex.5458.pdb -3.0742
complex.5459.pdb 0.3482
complex.5460.pdb -3.2495
complex.5461.pdb -0.4578
complex.5462.pdb -2.8194
complex.5463.pdb 5.3690
complex.5464.pdb 0.8400
complex.5465.pdb -0.7901
complex.5466.pdb 0.6141
complex.5467.pdb -1.4474
complex.5468.pdb -3.3474
complex.5469.pdb -2.3318
complex.5470.pdb -2.1814
complex.5471.pdb -6.9332
complex.5472.pdb 0.3359
complex.5473.pdb -4.5132
complex.5474.pdb -2.9729
complex.5475.pdb -1.5422
complex.5476.pdb -3.1134
complex.5477.pdb -3.6695
complex.5478.pdb -2.8905
complex.5479.pdb 4.2739
complex.5480.pdb 0.1427
complex.5481.pdb -4.6145
complex.5482.pdb -3.2595
complex.5483.pdb -5.6730
complex.5484.pdb -2.1767
complex.5485.pdb 0.4809
complex.5486.pdb -4.5707
complex.5487.pdb 5.9068
complex.5488.pdb -0.7965
complex.5489.pdb 1.6283
complex.5490.pdb -0.8019
complex.5491.pdb 3.9800
complex.5492.pdb -4.2168
complex.5493.pdb 7.7108
complex.5494.pdb -0.5844
complex.5495.pdb 0.0547
complex.5496.pdb 1.0203
complex.5497.pdb -0.3936
complex.5498.pdb 3.2808
complex.5499.pdb -0.0247
complex.5500.pdb -3.6828
complex.5501.pdb -0.4361
complex.5502.pdb 1.0137
complex.5503.pdb -0.1711
complex.5504.pdb -2.1568
complex.5505.pdb -3.8088
complex.5506.pdb -0.8288
complex.5507.pdb -1.8641
complex.5508.pdb 1.4941
complex.5509.pdb 5.2440
complex.5510.pdb -2.1435
complex.5511.pdb -1.9076
complex.5512.pdb 0.8076
complex.5513.pdb -1.4857
complex.5514.pdb -0.9189
complex.5515.pdb -2.7125
complex.5516.pdb -1.6839
complex.5517.pdb -1.3456
complex.5518.pdb -0.5847
complex.5519.pdb 0.9959
complex.5520.pdb -1.7041
complex.5521.pdb -2.6191
complex.5522.pdb -4.1993
complex.5523.pdb -4.0326
complex.5524.pdb 3.7480
complex.5525.pdb -0.0403
complex.5526.pdb -0.5481
complex.5527.pdb 0.4554
complex.5528.pdb 1.6000
complex.5529.pdb -5.3528
complex.5530.pdb -1.1912
complex.5531.pdb 1.9761
complex.5532.pdb -2.6677
complex.5533.pdb -1.9488
complex.5534.pdb 0.4271
complex.5535.pdb 5.6274
complex.5536.pdb 4.3577
complex.5537.pdb -4.2772
complex.5538.pdb 4.0436
complex.5539.pdb -3.0274
complex.5540.pdb 0.9450
complex.5541.pdb 0.1955
complex.5542.pdb -0.7490
complex.5543.pdb 5.0944
complex.5544.pdb -1.8791
complex.5545.pdb -0.8251
complex.5546.pdb 5.6419
complex.5547.pdb -4.1993
complex.5548.pdb -2.1885
complex.5549.pdb -1.8227
complex.5550.pdb -0.4738
complex.5551.pdb -3.0537
complex.5552.pdb -1.6105
complex.5553.pdb 2.4235
complex.5554.pdb 0.0352
complex.5555.pdb -0.1149
complex.5556.pdb 3.2893
complex.5557.pdb -4.3603
complex.5558.pdb -1.3944
complex.5559.pdb -4.2651
complex.5560.pdb -2.3269
complex.5561.pdb -4.8164
complex.5562.pdb 0.8785
complex.5563.pdb 1.3029
complex.5564.pdb -1.2264
complex.5565.pdb 5.6952
complex.5566.pdb 2.2480
complex.5567.pdb -3.8511
complex.5568.pdb -0.3828
complex.5569.pdb 3.2109
complex.5570.pdb 7.7851
complex.5571.pdb -0.9296
complex.5572.pdb -3.5299
complex.5573.pdb -1.8858
complex.5574.pdb -2.7397
complex.5575.pdb 4.5773
complex.5576.pdb -2.9161
complex.5577.pdb -1.9693
complex.5578.pdb -2.1776
complex.5579.pdb 3.3550
complex.5580.pdb -2.0117
complex.5581.pdb 3.7639
complex.5582.pdb 1.8678
complex.5583.pdb -1.0058
complex.5584.pdb -1.5250
complex.5585.pdb 4.6278
complex.5586.pdb -2.8784
complex.5587.pdb -2.3647
complex.5588.pdb 3.8119
complex.5589.pdb -2.3489
complex.5590.pdb -1.1395
complex.5591.pdb -3.5672
complex.5592.pdb -2.0597
complex.5593.pdb 1.9418
complex.5594.pdb 5.6805
complex.5595.pdb -1.4783
complex.5596.pdb 5.4294
complex.5597.pdb 3.5477
complex.5598.pdb -2.4766
complex.5599.pdb -1.0096
complex.5600.pdb -1.2766
complex.5601.pdb -2.9549
