#decoys scores
complex.2561.pdb -1.7760
complex.2562.pdb -1.6469
complex.2563.pdb 5.1462
complex.2564.pdb -1.4762
complex.2565.pdb -4.5528
complex.2566.pdb 0.8574
complex.2567.pdb -2.0984
complex.2568.pdb -1.2499
complex.2569.pdb -2.7259
complex.2570.pdb -3.9063
complex.2571.pdb 0.5046
complex.2572.pdb -4.2381
complex.2573.pdb 0.7357
complex.2574.pdb 1.0577
complex.2575.pdb 7.9041
complex.2576.pdb 0.5771
complex.2577.pdb 6.3806
complex.2578.pdb 6.2129
complex.2579.pdb 1.6435
complex.2580.pdb -4.2190
complex.2581.pdb 0.0232
complex.2582.pdb -2.8579
complex.2583.pdb -0.4780
complex.2584.pdb 6.4206
complex.2585.pdb 3.9550
complex.2586.pdb -2.9910
complex.2587.pdb -1.4374
complex.2588.pdb -4.2322
complex.2589.pdb 2.2808
complex.2590.pdb 5.8262
complex.2591.pdb -0.2318
complex.2592.pdb 0.1813
complex.2593.pdb 0.8806
complex.2594.pdb -0.8107
complex.2595.pdb -3.8681
complex.2596.pdb -2.1660
complex.2597.pdb 5.0035
complex.2598.pdb -2.3363
complex.2599.pdb 4.2255
complex.2600.pdb 2.4239
complex.2601.pdb -1.5187
complex.2602.pdb -0.6151
complex.2603.pdb -2.2730
complex.2604.pdb 0.6038
complex.2605.pdb -4.6187
complex.2606.pdb -2.5593
complex.2607.pdb -1.4326
complex.2608.pdb -1.1722
complex.2609.pdb 1.1961
complex.2610.pdb 0.0216
complex.2611.pdb -3.4737
complex.2612.pdb 3.8667
complex.2613.pdb 6.7662
complex.2614.pdb -5.1017
complex.2615.pdb -2.7472
complex.2616.pdb -0.5984
complex.2617.pdb 2.0640
complex.2618.pdb -1.3941
complex.2619.pdb 6.4160
complex.2620.pdb -1.2485
complex.2621.pdb -4.7043
complex.2622.pdb 0.7388
complex.2623.pdb -4.0105
complex.2624.pdb 3.1640
complex.2625.pdb -2.6693
complex.2626.pdb -1.3221
complex.2627.pdb 0.7166
complex.2628.pdb -1.1589
complex.2629.pdb 2.5783
complex.2630.pdb -7.2359
complex.2631.pdb -2.8000
complex.2632.pdb -0.3168
complex.2633.pdb -0.9681
complex.2634.pdb 0.5926
complex.2635.pdb -2.5554
complex.2636.pdb 1.4343
complex.2637.pdb 4.1149
complex.2638.pdb 2.0128
complex.2639.pdb -1.0121
complex.2640.pdb -1.5714
complex.2641.pdb 4.3208
complex.2642.pdb 3.7893
complex.2643.pdb 4.3515
complex.2644.pdb 2.8721
complex.2645.pdb -3.4024
complex.2646.pdb 3.2352
complex.2647.pdb -1.9200
complex.2648.pdb -3.8371
complex.2649.pdb -4.0789
complex.2650.pdb 7.4463
complex.2651.pdb 2.3940
complex.2652.pdb -1.1049
complex.2653.pdb -5.3568
complex.2654.pdb 5.5862
complex.2655.pdb 3.4616
complex.2656.pdb 2.5221
complex.2657.pdb -3.9150
complex.2658.pdb -2.0563
complex.2659.pdb -3.3942
complex.2660.pdb -1.2462
complex.2661.pdb -6.4151
complex.2662.pdb 1.5138
complex.2663.pdb -1.6717
complex.2664.pdb 6.5124
complex.2665.pdb -4.5666
complex.2666.pdb 1.0193
complex.2667.pdb 2.4871
complex.2668.pdb -0.0098
complex.2669.pdb 0.6530
complex.2670.pdb 5.4078
complex.2671.pdb -4.2703
complex.2672.pdb -0.0668
complex.2673.pdb -1.3770
complex.2674.pdb 0.5927
complex.2675.pdb -6.7354
complex.2676.pdb 4.6762
complex.2677.pdb -4.0094
complex.2678.pdb -0.6178
complex.2679.pdb -2.9257
complex.2680.pdb -5.0381
complex.2681.pdb -1.0373
complex.2682.pdb -2.5090
complex.2683.pdb -1.3757
complex.2684.pdb -0.9616
complex.2685.pdb 1.0480
complex.2686.pdb 2.8237
complex.2687.pdb -4.9158
complex.2688.pdb -1.0814
complex.2689.pdb -5.3824
complex.2690.pdb -4.0617
complex.2691.pdb -3.5507
complex.2692.pdb 6.6732
complex.2693.pdb 0.1218
complex.2694.pdb -0.7880
complex.2695.pdb -2.9479
complex.2696.pdb 7.2981
complex.2697.pdb -3.2091
complex.2698.pdb 2.7027
complex.2699.pdb 2.5785
complex.2700.pdb 3.6551
complex.2701.pdb 3.6510
complex.2702.pdb 4.0838
complex.2703.pdb -1.7184
complex.2704.pdb -2.6110
complex.2705.pdb -3.3852
complex.2706.pdb -4.9556
complex.2707.pdb 1.4566
complex.2708.pdb -4.0072
complex.2709.pdb -4.2327
complex.2710.pdb -0.5534
complex.2711.pdb -1.2978
complex.2712.pdb -2.9016
complex.2713.pdb -2.7885
complex.2714.pdb -0.6406
complex.2715.pdb -4.0560
complex.2716.pdb -5.2052
complex.2717.pdb 6.9513
complex.2718.pdb -3.1249
complex.2719.pdb -0.8410
complex.2720.pdb 1.4763
complex.2721.pdb 1.4192
complex.2722.pdb -5.9194
complex.2723.pdb 0.4442
complex.2724.pdb -5.7201
complex.2725.pdb -0.9639
complex.2726.pdb -2.1787
complex.2727.pdb 4.5198
complex.2728.pdb -0.1388
complex.2729.pdb 3.4735
complex.2730.pdb 0.5298
complex.2731.pdb -0.0607
complex.2732.pdb -0.7735
complex.2733.pdb -1.6980
complex.2734.pdb -3.8362
complex.2735.pdb -2.3642
complex.2736.pdb 6.5116
complex.2737.pdb 3.9059
complex.2738.pdb 1.9622
complex.2739.pdb -5.5023
complex.2740.pdb -1.5325
complex.2741.pdb 0.8420
complex.2742.pdb -1.6224
complex.2743.pdb 0.6223
complex.2744.pdb -1.9994
complex.2745.pdb 1.7820
complex.2746.pdb -5.0804
complex.2747.pdb -2.1505
complex.2748.pdb -4.2284
complex.2749.pdb -0.0379
complex.2750.pdb 2.2889
complex.2751.pdb -0.3501
complex.2752.pdb 0.4990
complex.2753.pdb -1.2134
complex.2754.pdb 1.7709
complex.2755.pdb -5.1191
complex.2756.pdb -5.2583
complex.2757.pdb -1.3316
complex.2758.pdb -2.4600
complex.2759.pdb -0.2509
complex.2760.pdb -3.5005
complex.2761.pdb 2.5855
complex.2762.pdb -2.4785
complex.2763.pdb 2.7300
complex.2764.pdb 3.1614
complex.2765.pdb 6.8047
complex.2766.pdb -6.2060
complex.2767.pdb 4.5357
complex.2768.pdb -0.0595
complex.2769.pdb -2.2926
complex.2770.pdb -0.3162
complex.2771.pdb 1.6835
complex.2772.pdb -4.3957
complex.2773.pdb 6.4374
complex.2774.pdb 1.8536
complex.2775.pdb -2.5046
complex.2776.pdb 1.2992
complex.2777.pdb -4.4710
complex.2778.pdb 0.7588
complex.2779.pdb -1.4035
complex.2780.pdb -4.2176
complex.2781.pdb -2.8309
complex.2782.pdb -5.7204
complex.2783.pdb -3.1484
complex.2784.pdb 7.8401
complex.2785.pdb -3.0769
complex.2786.pdb -4.3354
complex.2787.pdb -2.3713
complex.2788.pdb -2.1297
complex.2789.pdb -0.7175
complex.2790.pdb -0.2002
complex.2791.pdb -5.5556
complex.2792.pdb 3.9121
complex.2793.pdb -0.4379
complex.2794.pdb 0.0833
complex.2795.pdb 0.2053
complex.2796.pdb -2.4107
complex.2797.pdb -4.3272
complex.2798.pdb 0.7539
complex.2799.pdb 5.1410
complex.2800.pdb -0.0431
complex.2801.pdb -2.2467
complex.2802.pdb -1.6632
complex.2803.pdb -3.0883
complex.2804.pdb -1.0588
complex.2805.pdb 1.1541
complex.2806.pdb 3.4543
complex.2807.pdb -0.7881
complex.2808.pdb -1.6587
complex.2809.pdb 6.8049
complex.2810.pdb -4.1220
complex.2811.pdb -1.5903
complex.2812.pdb -3.7731
complex.2813.pdb -1.5700
complex.2814.pdb 7.1174
complex.2815.pdb -3.5049
complex.2816.pdb 2.1991
complex.2817.pdb -3.8044
complex.2818.pdb -2.2812
complex.2819.pdb -2.6950
complex.2820.pdb -3.3250
complex.2821.pdb 1.9212
complex.2822.pdb 1.2215
complex.2823.pdb -0.8984
complex.2824.pdb 3.5336
complex.2825.pdb -0.5179
complex.2826.pdb -1.1429
complex.2827.pdb 4.2994
complex.2828.pdb 3.3975
complex.2829.pdb 1.0254
complex.2830.pdb -3.6990
complex.2831.pdb 0.1131
complex.2832.pdb -1.9454
complex.2833.pdb 0.5799
complex.2834.pdb 1.8573
complex.2835.pdb 2.2259
complex.2836.pdb -2.7263
complex.2837.pdb 3.0352
complex.2838.pdb 4.3487
complex.2839.pdb -1.9666
complex.2840.pdb -2.6713
complex.2841.pdb -1.5549
complex.2842.pdb -1.5596
complex.2843.pdb 4.9938
complex.2844.pdb 0.3360
complex.2845.pdb 1.1678
complex.2846.pdb 2.5165
complex.2847.pdb 5.8377
complex.2848.pdb -1.3139
complex.2849.pdb -2.5181
complex.2850.pdb 3.0444
complex.2851.pdb -5.2212
complex.2852.pdb 0.6457
complex.2853.pdb 4.7682
complex.2854.pdb 1.6041
complex.2855.pdb -2.2941
complex.2856.pdb -4.2724
complex.2857.pdb -2.3125
complex.2858.pdb 1.0946
complex.2859.pdb -0.0897
complex.2860.pdb 1.5299
complex.2861.pdb 0.8611
complex.2862.pdb -0.2814
complex.2863.pdb 4.0783
complex.2864.pdb 4.6958
complex.2865.pdb 2.2317
complex.2866.pdb -1.6780
complex.2867.pdb 0.2750
complex.2868.pdb -0.7467
complex.2869.pdb 2.6488
complex.2870.pdb -1.7413
complex.2871.pdb -3.2107
complex.2872.pdb 2.7947
complex.2873.pdb -4.1655
complex.2874.pdb -2.3004
complex.2875.pdb -1.6177
complex.2876.pdb -1.7639
complex.2877.pdb 1.3984
complex.2878.pdb -4.8264
complex.2879.pdb -2.0054
complex.2880.pdb -0.7944
complex.2881.pdb 4.3103
complex.2882.pdb 2.8603
complex.2883.pdb 2.2428
complex.2884.pdb -2.8882
complex.2885.pdb 6.1011
complex.2886.pdb 2.9015
complex.2887.pdb -2.3899
complex.2888.pdb 1.1059
complex.2889.pdb 3.3525
complex.2890.pdb -1.2999
complex.2891.pdb 0.3264
complex.2892.pdb 3.9335
complex.2893.pdb 5.3429
complex.2894.pdb 0.1563
complex.2895.pdb 5.0060
complex.2896.pdb -1.7099
complex.2897.pdb -3.0231
complex.2898.pdb 0.5857
complex.2899.pdb 4.0762
complex.2900.pdb -0.9285
complex.2901.pdb -7.5900
complex.2902.pdb 5.4964
complex.2903.pdb 0.4806
complex.2904.pdb -8.7619
complex.2905.pdb 1.7199
complex.2906.pdb 6.5742
complex.2907.pdb -2.8351
complex.2908.pdb -3.1922
complex.2909.pdb -0.6249
complex.2910.pdb 7.1120
complex.2911.pdb -3.7942
complex.2912.pdb 4.5132
complex.2913.pdb -1.9974
complex.2914.pdb 2.0627
complex.2915.pdb 2.2292
complex.2916.pdb 6.7955
complex.2917.pdb 0.7557
complex.2918.pdb 4.0910
complex.2919.pdb 4.9327
complex.2920.pdb 1.9655
complex.2921.pdb -0.2733
complex.2922.pdb -4.7298
complex.2923.pdb 6.7422
complex.2924.pdb -0.2803
complex.2925.pdb -3.5980
complex.2926.pdb -0.4217
complex.2927.pdb -3.9695
complex.2928.pdb -0.4603
complex.2929.pdb 6.9607
complex.2930.pdb -1.9122
complex.2931.pdb 6.8656
complex.2932.pdb -4.1310
complex.2933.pdb -3.6145
complex.2934.pdb -5.3563
complex.2935.pdb 1.7110
complex.2936.pdb 5.9166
complex.2937.pdb -2.6416
complex.2938.pdb -4.7561
complex.2939.pdb -3.0077
complex.2940.pdb 1.0128
complex.2941.pdb -1.5844
complex.2942.pdb -0.0908
complex.2943.pdb 0.4687
complex.2944.pdb -3.3112
complex.2945.pdb -1.0432
complex.2946.pdb -2.7059
complex.2947.pdb -0.1659
complex.2948.pdb -1.3648
complex.2949.pdb 2.4262
complex.2950.pdb 4.9489
complex.2951.pdb 0.9776
complex.2952.pdb 2.5562
complex.2953.pdb 5.5183
complex.2954.pdb -0.6912
complex.2955.pdb -5.7502
complex.2956.pdb 1.0520
complex.2957.pdb -0.9730
complex.2958.pdb -4.6798
complex.2959.pdb 0.6593
complex.2960.pdb 0.6258
complex.2961.pdb 0.6363
complex.2962.pdb -6.4766
complex.2963.pdb 0.4716
complex.2964.pdb -0.9351
complex.2965.pdb 6.7722
complex.2966.pdb -3.9968
complex.2967.pdb 1.4583
complex.2968.pdb 1.0470
complex.2969.pdb 1.7064
complex.2970.pdb 6.8573
complex.2971.pdb -3.0200
complex.2972.pdb 2.3597
complex.2973.pdb -1.8286
complex.2974.pdb -3.9357
complex.2975.pdb 4.1564
complex.2976.pdb -0.3177
complex.2977.pdb 0.6471
complex.2978.pdb 0.4711
complex.2979.pdb -0.4288
complex.2980.pdb 5.1769
complex.2981.pdb 5.9892
complex.2982.pdb 0.6143
complex.2983.pdb 0.4061
complex.2984.pdb -2.0469
complex.2985.pdb 4.5345
complex.2986.pdb 7.7446
complex.2987.pdb 0.4750
complex.2988.pdb 0.8791
complex.2989.pdb -1.3363
complex.2990.pdb 0.2823
complex.2991.pdb -2.6055
complex.2992.pdb -3.8072
complex.2993.pdb 0.5240
complex.2994.pdb -2.8554
complex.2995.pdb -2.5896
complex.2996.pdb 1.1001
complex.2997.pdb 3.0477
complex.2998.pdb -2.3359
complex.2999.pdb -4.4166
complex.3000.pdb -1.7425
complex.3001.pdb 1.2249
complex.3002.pdb 3.8025
complex.3003.pdb 6.6130
complex.3004.pdb 1.5714
complex.3005.pdb -0.5151
complex.3006.pdb -2.4022
complex.3007.pdb 3.5227
complex.3008.pdb -6.1318
complex.3009.pdb 1.2412
complex.3010.pdb 0.7240
complex.3011.pdb 2.8598
complex.3012.pdb -3.9801
complex.3013.pdb -1.5074
complex.3014.pdb 0.5833
complex.3015.pdb -4.8337
complex.3016.pdb -2.0975
complex.3017.pdb 1.0094
complex.3018.pdb 4.0524
complex.3019.pdb 2.7499
complex.3020.pdb 2.0639
complex.3021.pdb -2.4798
complex.3022.pdb -2.4565
complex.3023.pdb -4.0118
complex.3024.pdb 0.9592
complex.3025.pdb 1.2457
complex.3026.pdb -3.3953
complex.3027.pdb 0.0466
complex.3028.pdb 5.2641
complex.3029.pdb -3.7230
complex.3030.pdb -1.1152
complex.3031.pdb -2.1613
complex.3032.pdb 1.9367
complex.3033.pdb 7.0135
complex.3034.pdb -3.6128
complex.3035.pdb 7.3554
complex.3036.pdb -0.9683
complex.3037.pdb 2.3057
complex.3038.pdb 0.9756
complex.3039.pdb 1.2272
complex.3040.pdb 0.3483
complex.3041.pdb 7.0266
complex.3042.pdb 0.1223
complex.3043.pdb 6.1957
complex.3044.pdb 3.0238
complex.3045.pdb -3.5203
complex.3046.pdb 1.2924
complex.3047.pdb -3.6965
complex.3048.pdb -1.5013
complex.3049.pdb 1.5758
complex.3050.pdb -2.2765
complex.3051.pdb -2.9112
complex.3052.pdb -2.3543
complex.3053.pdb -0.0114
complex.3054.pdb -1.2803
complex.3055.pdb -1.4730
complex.3056.pdb -1.3992
complex.3057.pdb -0.8173
complex.3058.pdb -4.1902
complex.3059.pdb -3.1797
complex.3060.pdb 3.3733
complex.3061.pdb -3.8203
complex.3062.pdb 2.5882
complex.3063.pdb 1.0272
complex.3064.pdb -1.5254
complex.3065.pdb -3.8730
complex.3066.pdb -2.8576
complex.3067.pdb 0.6278
complex.3068.pdb 2.5393
complex.3069.pdb -2.2670
complex.3070.pdb 0.5316
complex.3071.pdb 0.4614
complex.3072.pdb -5.2714
complex.3073.pdb -3.0693
complex.3074.pdb -2.4060
complex.3075.pdb -5.3946
complex.3076.pdb -1.6946
complex.3077.pdb -1.8848
complex.3078.pdb -0.6111
complex.3079.pdb 0.6801
complex.3080.pdb -3.7139
complex.3081.pdb 3.0918
complex.3082.pdb -4.5273
complex.3083.pdb -2.5599
complex.3084.pdb -2.1097
complex.3085.pdb -5.6436
complex.3086.pdb -0.2421
complex.3087.pdb -2.1070
complex.3088.pdb -3.3719
complex.3089.pdb 2.5828
complex.3090.pdb 5.4478
complex.3091.pdb -3.8161
complex.3092.pdb -1.7730
complex.3093.pdb -0.1247
complex.3094.pdb -3.6269
complex.3095.pdb -1.2315
complex.3096.pdb 5.6333
complex.3097.pdb -4.4462
complex.3098.pdb 5.4389
complex.3099.pdb -3.4612
complex.3100.pdb 3.1091
complex.3101.pdb -2.3340
complex.3102.pdb -0.3051
complex.3103.pdb 4.2137
complex.3104.pdb 0.3196
complex.3105.pdb -2.0794
complex.3106.pdb -5.2250
complex.3107.pdb -1.0114
complex.3108.pdb -3.4593
complex.3109.pdb -2.8219
complex.3110.pdb 4.7661
complex.3111.pdb -6.2806
complex.3112.pdb -1.8373
complex.3113.pdb -0.0778
complex.3114.pdb 2.8133
complex.3115.pdb -3.4398
complex.3116.pdb 6.7054
complex.3117.pdb -3.1035
complex.3118.pdb -0.6635
complex.3119.pdb -0.2659
complex.3120.pdb 1.3507
complex.3121.pdb -0.9468
complex.3122.pdb -2.7649
complex.3123.pdb 1.7636
complex.3124.pdb -2.8829
complex.3125.pdb 5.1440
complex.3126.pdb 0.4329
complex.3127.pdb -0.5147
complex.3128.pdb -3.9974
complex.3129.pdb -4.1708
complex.3130.pdb -4.9071
complex.3131.pdb -0.8171
complex.3132.pdb -1.6385
complex.3133.pdb -2.3588
complex.3134.pdb -0.3325
complex.3135.pdb -0.0951
complex.3136.pdb 5.9875
complex.3137.pdb -5.6911
complex.3138.pdb 0.8360
complex.3139.pdb -0.5286
complex.3140.pdb -3.0961
complex.3141.pdb -3.0427
complex.3142.pdb -3.1185
complex.3143.pdb -0.3776
complex.3144.pdb -2.0621
complex.3145.pdb -1.8386
complex.3146.pdb -5.2044
complex.3147.pdb -0.2409
complex.3148.pdb 5.1834
complex.3149.pdb 3.2716
complex.3150.pdb -0.7611
complex.3151.pdb -4.5769
complex.3152.pdb 1.7110
complex.3153.pdb 0.0804
complex.3154.pdb 2.9865
complex.3155.pdb -0.9642
complex.3156.pdb -3.9972
complex.3157.pdb -1.2103
complex.3158.pdb -0.1093
complex.3159.pdb 0.6072
complex.3160.pdb -6.3099
complex.3161.pdb -1.4530
complex.3162.pdb 5.3745
complex.3163.pdb -4.2159
complex.3164.pdb 7.2358
complex.3165.pdb -2.8145
complex.3166.pdb -1.7357
complex.3167.pdb -0.7512
complex.3168.pdb 0.6749
complex.3169.pdb -1.9832
complex.3170.pdb 2.4758
complex.3171.pdb -4.7987
complex.3172.pdb -1.5260
complex.3173.pdb 3.5977
complex.3174.pdb 5.7200
complex.3175.pdb -3.1084
complex.3176.pdb -2.1436
complex.3177.pdb 0.4344
complex.3178.pdb 0.9060
complex.3179.pdb 1.9977
complex.3180.pdb 5.3649
complex.3181.pdb 4.8492
complex.3182.pdb 1.8373
complex.3183.pdb -0.0795
complex.3184.pdb 1.3982
complex.3185.pdb -4.4449
complex.3186.pdb 6.6123
complex.3187.pdb 1.1913
complex.3188.pdb 0.0143
complex.3189.pdb 4.4214
complex.3190.pdb 5.3971
complex.3191.pdb -5.1624
complex.3192.pdb -4.6791
complex.3193.pdb 5.9796
complex.3194.pdb -3.4761
complex.3195.pdb -4.7580
complex.3196.pdb -0.2145
complex.3197.pdb -4.2075
complex.3198.pdb 3.1833
complex.3199.pdb -3.4627
complex.3200.pdb -0.6191
complex.3201.pdb 4.7067
complex.3202.pdb 5.7661
complex.3203.pdb 0.8299
complex.3204.pdb 4.1435
complex.3205.pdb -1.4568
complex.3206.pdb 0.7659
complex.3207.pdb -4.2530
complex.3208.pdb -3.5873
complex.3209.pdb 2.4527
complex.3210.pdb 3.7773
complex.3211.pdb -1.4700
complex.3212.pdb -2.9630
complex.3213.pdb -3.3562
complex.3214.pdb 2.7785
complex.3215.pdb 5.4125
complex.3216.pdb 2.5069
complex.3217.pdb -0.7783
complex.3218.pdb -2.0778
complex.3219.pdb 3.6023
complex.3220.pdb 6.1151
complex.3221.pdb -1.9622
complex.3222.pdb 1.2518
complex.3223.pdb -6.0398
complex.3224.pdb -0.2349
complex.3225.pdb 2.8915
complex.3226.pdb 6.4159
complex.3227.pdb 2.1859
complex.3228.pdb -3.4549
complex.3229.pdb -2.6864
complex.3230.pdb 3.7061
complex.3231.pdb -1.6432
complex.3232.pdb -1.2981
complex.3233.pdb -4.2992
complex.3234.pdb -3.3492
complex.3235.pdb -1.9607
complex.3236.pdb -3.1761
complex.3237.pdb -2.7179
complex.3238.pdb 3.1080
complex.3239.pdb 3.7309
complex.3240.pdb -2.3403
complex.3241.pdb 1.7705
complex.3242.pdb 0.0465
complex.3243.pdb -3.3193
complex.3244.pdb -2.1979
complex.3245.pdb -0.1594
complex.3246.pdb 0.8945
complex.3247.pdb -0.0895
complex.3248.pdb 6.0866
complex.3249.pdb -8.5612
complex.3250.pdb -3.6288
complex.3251.pdb -0.0055
complex.3252.pdb -3.5056
complex.3253.pdb 7.7912
complex.3254.pdb 2.3166
complex.3255.pdb -6.7140
complex.3256.pdb -0.9310
complex.3257.pdb -4.7701
complex.3258.pdb 4.4281
complex.3259.pdb -0.2902
complex.3260.pdb 0.6156
complex.3261.pdb -0.2958
complex.3262.pdb 5.3717
complex.3263.pdb 4.5274
complex.3264.pdb -2.4830
complex.3265.pdb 0.1265
complex.3266.pdb -0.4893
complex.3267.pdb 1.5952
complex.3268.pdb -2.4895
complex.3269.pdb 1.3650
complex.3270.pdb -1.4543
complex.3271.pdb 1.5062
complex.3272.pdb 0.9782
complex.3273.pdb 2.1688
complex.3274.pdb 4.8524
complex.3275.pdb -0.9126
complex.3276.pdb 0.8809
complex.3277.pdb 0.0862
complex.3278.pdb 1.0639
complex.3279.pdb -1.0855
complex.3280.pdb -2.1808
complex.3281.pdb -1.2308
complex.3282.pdb -1.5079
complex.3283.pdb 0.7808
complex.3284.pdb -1.1608
complex.3285.pdb 1.5185
complex.3286.pdb 0.5133
complex.3287.pdb -4.1991
complex.3288.pdb -0.3616
complex.3289.pdb -2.9818
complex.3290.pdb 1.2074
complex.3291.pdb -3.8075
complex.3292.pdb -3.0131
complex.3293.pdb 0.9821
complex.3294.pdb -0.3759
complex.3295.pdb -2.3002
complex.3296.pdb -3.3430
complex.3297.pdb -0.7480
complex.3298.pdb 0.2720
complex.3299.pdb -4.8089
complex.3300.pdb 0.9873
complex.3301.pdb 0.0684
complex.3302.pdb -4.6407
complex.3303.pdb -1.1389
complex.3304.pdb 0.8816
complex.3305.pdb -2.4676
complex.3306.pdb 3.0222
complex.3307.pdb -2.3983
complex.3308.pdb 1.6393
complex.3309.pdb -3.2782
complex.3310.pdb -4.1730
complex.3311.pdb -3.5436
complex.3312.pdb -4.1738
complex.3313.pdb -5.0137
complex.3314.pdb -5.2230
complex.3315.pdb -1.3837
complex.3316.pdb -1.7331
complex.3317.pdb -4.0569
complex.3318.pdb -1.0495
complex.3319.pdb -3.1996
complex.3320.pdb -0.8714
complex.3321.pdb -3.2546
complex.3322.pdb 1.8476
complex.3323.pdb -0.3231
complex.3324.pdb -2.7348
complex.3325.pdb 1.2120
complex.3326.pdb -3.1400
complex.3327.pdb -3.0177
complex.3328.pdb 0.2672
complex.3329.pdb 0.5288
complex.3330.pdb 0.4176
complex.3331.pdb -3.6775
complex.3332.pdb 2.7956
complex.3333.pdb -5.9063
complex.3334.pdb -0.6889
complex.3335.pdb -0.3934
complex.3336.pdb -0.8287
complex.3337.pdb -2.2870
complex.3338.pdb 2.9489
complex.3339.pdb -2.7710
complex.3340.pdb -0.2289
complex.3341.pdb 3.2215
complex.3342.pdb -2.2218
complex.3343.pdb -0.8547
complex.3344.pdb -6.2142
complex.3345.pdb -0.9511
complex.3346.pdb 3.3150
complex.3347.pdb -0.3835
complex.3348.pdb 4.9466
complex.3349.pdb 2.1587
complex.3350.pdb 0.0578
complex.3351.pdb -5.8184
complex.3352.pdb -2.9086
complex.3353.pdb -1.6392
complex.3354.pdb -2.3809
complex.3355.pdb 0.6419
complex.3356.pdb 1.5183
complex.3357.pdb -2.4589
complex.3358.pdb -1.4932
complex.3359.pdb -4.6368
complex.3360.pdb -1.5980
complex.3361.pdb -2.6707
complex.3362.pdb -2.1623
complex.3363.pdb -2.3324
complex.3364.pdb -2.2253
complex.3365.pdb -1.4341
complex.3366.pdb 1.3329
complex.3367.pdb -0.5403
complex.3368.pdb -0.6117
complex.3369.pdb 0.8631
complex.3370.pdb -0.6226
complex.3371.pdb -3.6892
complex.3372.pdb 1.9865
complex.3373.pdb 1.2311
complex.3374.pdb 0.3349
complex.3375.pdb -3.4739
complex.3376.pdb -0.4117
complex.3377.pdb 1.9206
complex.3378.pdb 2.7036
complex.3379.pdb 1.8878
complex.3380.pdb -2.7306
complex.3381.pdb 0.2403
complex.3382.pdb -4.7882
complex.3383.pdb -1.4970
complex.3384.pdb 0.8146
complex.3385.pdb -3.5554
complex.3386.pdb -1.1790
complex.3387.pdb -0.0694
complex.3388.pdb 5.1823
complex.3389.pdb -2.7997
complex.3390.pdb -2.6516
complex.3391.pdb 2.9605
complex.3392.pdb -1.5126
complex.3393.pdb -7.2270
complex.3394.pdb 0.4052
complex.3395.pdb -0.2192
complex.3396.pdb -4.1911
complex.3397.pdb -6.4866
complex.3398.pdb -0.9189
complex.3399.pdb -2.6092
complex.3400.pdb 4.6021
complex.3401.pdb -4.2193
complex.3402.pdb 3.2156
complex.3403.pdb -3.5119
complex.3404.pdb 2.2341
complex.3405.pdb -4.0341
complex.3406.pdb -2.1027
complex.3407.pdb -4.2631
complex.3408.pdb -1.3481
complex.3409.pdb 0.1647
complex.3410.pdb 1.8634
complex.3411.pdb 2.8106
complex.3412.pdb -0.3951
complex.3413.pdb -0.1258
complex.3414.pdb -2.8076
complex.3415.pdb 3.5747
complex.3416.pdb 1.1091
complex.3417.pdb 4.3164
complex.3418.pdb -6.2689
complex.3419.pdb -4.3126
complex.3420.pdb 1.1754
complex.3421.pdb -2.4134
complex.3422.pdb -1.4868
complex.3423.pdb 5.8553
complex.3424.pdb 3.1163
complex.3425.pdb 2.1899
complex.3426.pdb -1.9902
complex.3427.pdb 5.2444
complex.3428.pdb 0.5111
complex.3429.pdb -0.3006
complex.3430.pdb 5.0715
complex.3431.pdb -1.7730
complex.3432.pdb 0.2057
complex.3433.pdb -3.3437
complex.3434.pdb -6.1160
complex.3435.pdb -1.4367
complex.3436.pdb -2.8276
complex.3437.pdb 4.9839
complex.3438.pdb 1.8341
complex.3439.pdb 0.5552
complex.3440.pdb 0.2383
complex.3441.pdb 3.5087
complex.3442.pdb 5.1705
complex.3443.pdb 3.5465
complex.3444.pdb 0.6632
complex.3445.pdb -1.7164
complex.3446.pdb -0.7682
complex.3447.pdb -5.0608
complex.3448.pdb -0.4003
complex.3449.pdb -4.8876
complex.3450.pdb 2.0455
complex.3451.pdb -1.9388
complex.3452.pdb 2.0621
complex.3453.pdb -1.0084
complex.3454.pdb -0.9171
complex.3455.pdb -2.5405
complex.3456.pdb -4.4797
complex.3457.pdb -4.4891
complex.3458.pdb 2.1353
complex.3459.pdb -2.9572
complex.3460.pdb -3.9926
complex.3461.pdb 0.7832
complex.3462.pdb -0.5270
complex.3463.pdb -2.8742
complex.3464.pdb -1.0756
complex.3465.pdb -0.3795
complex.3466.pdb -2.5346
complex.3467.pdb -3.2515
complex.3468.pdb -1.1295
complex.3469.pdb -1.7101
complex.3470.pdb -3.9127
complex.3471.pdb 0.1295
complex.3472.pdb -2.1866
complex.3473.pdb -0.2801
complex.3474.pdb 2.7325
complex.3475.pdb -0.6170
complex.3476.pdb -0.2598
complex.3477.pdb -0.3716
complex.3478.pdb -0.9038
complex.3479.pdb 6.6230
complex.3480.pdb -2.0245
complex.3481.pdb -0.8060
complex.3482.pdb -0.8836
complex.3483.pdb -2.8342
complex.3484.pdb 0.7080
complex.3485.pdb -5.2050
complex.3486.pdb 5.5835
complex.3487.pdb -3.6104
complex.3488.pdb 1.6272
complex.3489.pdb -5.1013
complex.3490.pdb 5.9069
complex.3491.pdb -1.8690
complex.3492.pdb -4.4506
